,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
11,27.0,346,82,210,158,143,48,9,30,9,6,329,218,40,14,98.6,87.84,14.6,14.9,95,0.579,13.87,0.9129999999999999,7.5,2658,2433,-0.01,-0.1,New York Rangers*,5.22,43,10
12,27.6,374,82,249,164,160,72,10,30,11,7,370,247,65,11,100.4,82.43,15.0,15.8,93,0.5670000000000001,19.25,0.9079999999999999,9.8,2461,2600,-0.01,0.02,Montreal Canadiens*,6.05,41,7
13,28.6,308,82,234,160,173,51,7,30,11,8,311,231,54,9,101.5,82.64,11.0,11.3,93,0.5670000000000001,16.56,0.922,9.6,2411,2843,-0.04,0.0,Florida Panthers,5.67,41,3
14,25.8,322,82,226,149,171,41,8,31,10,7,346,230,62,12,100.3,82.08,15.0,14.1,92,0.561,12.73,0.902,9.3,2370,2281,0.04,-0.01,Columbus Blue Jackets*,5.56,41,6
15,27.1,351,82,233,161,145,72,10,31,10,6,357,233,58,8,99.7,83.75,15.2,15.4,92,0.561,20.51,0.903,10.0,2271,2341,0.05,0.05,St. Louis Blues*,5.68,41,6
16,28.1,358,82,250,163,160,75,7,32,9,5,336,234,61,5,100.4,81.85,13.7,14.6,91,0.555,20.95,0.9109999999999999,9.7,2505,2575,-0.02,0.18,Buffalo Sabres,5.9,41,8
17,29.2,309,82,245,149,159,73,6,33,7,3,385,238,78,8,100.7,79.74,17.4,15.4,91,0.555,23.62,0.9059999999999999,9.6,2481,2499,0.0,0.09,Anaheim Ducks*,5.89,42,7
18,27.7,328,82,219,155,139,66,9,33,9,3,291,200,36,6,100.1,87.63,10.8,11.7,89,0.5429999999999999,20.12,0.922,9.5,2257,2518,-0.02,0.22,Minnesota Wild,5.11,40,5
19,27.6,318,82,213,161,148,50,9,34,8,5,338,233,59,8,100.0,82.54,12.1,11.8,88,0.537,15.72,0.905,8.7,2375,2411,0.06,-0.19,Nashville Predators,5.44,40,6
20,28.8,354,82,234,160,165,60,3,35,9,4,338,248,76,8,101.1,77.51,15.2,15.4,85,0.518,16.95,0.909,9.9,2303,2668,0.01,-0.16,Edmonton Oilers,5.88,38,6
21,28.5,351,82,230,177,168,54,2,35,11,6,327,257,70,4,99.6,78.59,14.0,15.0,83,0.506,15.38,0.8909999999999999,9.5,2369,2303,0.03,-0.3,Dallas Stars,5.94,36,6
22,27.9,339,82,217,162,139,66,8,35,11,6,346,237,64,5,99.1,81.5,13.4,13.1,83,0.506,19.47,0.9009999999999999,8.9,2405,2336,0.01,-0.23,Ottawa Senators,5.54,36,4
23,28.0,330,82,250,201,176,62,6,35,13,7,308,293,78,7,98.9,74.68,13.7,14.4,81,0.494,18.79,0.885,9.4,2603,2480,0.03,-0.49,Toronto Maple Leafs,6.62,34,6
24,26.6,341,82,208,177,150,50,5,39,7,3,293,252,68,4,99.7,76.79,13.3,15.0,79,0.48200000000000004,14.66,0.904,8.9,2302,2591,0.04,-0.5,Phoenix Coyotes,5.61,36,3
25,25.5,360,82,207,156,129,69,4,37,11,8,361,234,62,8,98.8,82.83,14.7,13.7,79,0.48200000000000004,19.17,0.902,8.5,2383,2301,0.04,-0.29,Los Angeles Kings,5.38,34,5
26,27.9,357,82,257,181,168,69,13,41,6,1,366,280,88,10,100.7,75.96,15.3,14.6,76,0.46299999999999997,19.33,0.8959999999999999,10.8,2306,2683,-0.02,-0.3,Atlanta Thrashers,6.55,35,7
27,28.6,318,82,199,181,136,50,4,45,5,4,318,257,64,8,98.0,79.87,13.0,12.6,69,0.42100000000000004,15.72,0.894,8.1,2359,2376,0.05,-0.66,Colorado Avalanche,5.56,32,9
28,27.4,343,82,210,171,142,61,4,40,18,10,405,279,89,9,99.8,78.02,15.9,13.4,66,0.402,17.78,0.9,8.9,2337,2701,0.03,-0.81,Tampa Bay Lightning,5.96,24,3
29,27.7,320,82,201,196,132,54,12,47,9,5,361,279,73,5,98.4,79.78,14.8,13.1,61,0.37200000000000005,16.88,0.9,8.3,2372,2751,0.05,-0.91,New York Islanders,5.85,26,3
