,Age,Assists,Defensive Point Shares,ES Assists,ES Blocks,ES Face-Off Losses,ES Face-Off Pct,ES Face-Off Wins,ES Goals,ES Hits,GW Goals,Games Played,Goals,Offenisve Point Shares,PP Assists,PP Goals,Penalty Minutes,Player,Plus Minus,Point Shares,Points,Position,SH Assists,SH Goals,Shooting Perecentage,Shots,Team,Time on Ice,Time on Ice Avg
13,32,3,0.7,3,11,0,,0,9,29,1,20,11,1.9,0,2,8,Patrick Eaves,8,2.6,14,RW,0,0,20.0,55,Anaheim Ducks,314,15:42
14,35,11,3.5,9,100,0,,0,2,173,1,81,3,0.0,2,1,63,Kevin Bieksa,0,3.5,14,D,0,0,3.2,94,Anaheim Ducks,1519,18:45
15,24,6,0.6,4,22,1,85.7,6,4,108,1,49,4,0.2,0,0,51,Joseph Cramarossa,1,0.8,10,LW,2,0,15.4,26,Anaheim Ducks,481,9:49
16,25,7,0.8,6,18,90,37.9,55,2,62,1,55,3,0.0,0,0,10,Logan Shaw,3,0.7,10,RW,1,1,5.1,59,Anaheim Ducks,534,9:43
17,21,7,0.9,5,30,0,,0,1,14,1,34,2,0.5,1,1,28,Shea Theodore,-6,1.4,9,D,1,0,3.3,60,Anaheim Ducks,589,17:19
18,25,1,0.6,1,24,86,41.9,62,6,112,0,43,6,0.3,0,0,6,Chris Wagner,2,0.9,7,C,0,0,15.0,40,Anaheim Ducks,402,9:21
19,28,5,1.0,5,34,0,,0,2,71,0,32,2,0.5,0,0,23,Korbinian Holzer,0,1.5,7,D,0,0,14.3,14,Anaheim Ducks,432,13:31
20,22,4,2.0,3,24,0,,0,2,21,0,27,2,0.3,1,0,14,Brandon Montour,11,2.3,6,D,0,0,4.0,50,Anaheim Ducks,469,17:23
21,31,1,0.2,0,12,4,63.6,7,2,53,1,27,2,-0.1,0,0,20,Ryan Garbutt,-3,0.0,3,LW,1,0,7.7,26,Anaheim Ducks,247,9:10
22,31,2,0.6,2,17,0,,0,1,35,0,14,1,0.1,0,0,28,Clayton Stoner,0,0.7,3,D,0,0,6.3,16,Anaheim Ducks,246,17:33
23,30,3,0.2,3,14,1,0.0,0,0,68,0,51,0,-0.5,0,0,87,Jared Boll,-3,-0.3,3,RW,0,0,0.0,13,Anaheim Ducks,297,5:49
24,23,0,0.2,0,1,34,38.2,21,2,10,0,12,2,0.2,0,0,2,Stefan Noesen,2,0.4,2,RW,0,0,16.7,12,Anaheim Ducks,79,6:33
25,32,1,0.5,1,9,115,53.1,130,1,69,0,30,1,-0.5,0,0,14,Nate Thompson,4,0.0,2,C,0,0,5.3,19,Anaheim Ducks,312,10:23
26,24,2,0.0,1,4,47,42.0,34,0,6,0,9,0,0.0,1,0,0,Michael Sgarbossa,-2,0.0,2,C,0,0,0.0,7,Anaheim Ducks,85,9:28
27,23,1,0.0,1,0,0,,0,0,2,0,52,0,0.0,0,0,4,John Gibson,0,10.3,1,G,0,0,,0,Anaheim Ducks,2950,56:44
28,22,1,0.0,1,3,0,100.0,1,0,2,0,5,0,0.0,0,0,2,Nick Sorensen,-1,0.0,1,RW,0,0,0.0,7,Anaheim Ducks,54,10:53
29,28,0,0.0,0,0,0,,0,0,0,0,39,0,0.0,0,0,4,Jonathan Bernier,0,6.0,0,G,0,0,,0,Anaheim Ducks,1993,51:06
30,25,0,0.0,0,1,0,,0,0,1,0,1,0,0.0,0,0,0,Simon Despres,0,0.0,0,D,0,0,0.0,1,Anaheim Ducks,16,16:08
31,24,0,0.1,0,0,1,0.0,0,0,4,0,3,0,-0.1,0,0,2,Emerson Etem,1,0.0,0,LW,0,0,,0,Anaheim Ducks,26,8:48
32,23,0,0.1,0,2,0,100.0,1,0,0,0,1,0,0.0,0,0,0,Nicolas Kerdiles,1,0.0,0,LW,0,0,,0,Anaheim Ducks,11,11:08
33,23,0,0.0,0,0,4,42.9,3,0,1,0,1,0,0.0,0,0,0,Kalle Kossila,0,0.0,0,LW,0,0,0.0,1,Anaheim Ducks,7,6:54
34,19,0,0.1,0,1,0,,0,0,1,0,4,0,-0.1,0,0,2,Jacob Larsson,-1,0.0,0,D,0,0,0.0,2,Anaheim Ducks,66,16:26
35,24,0,0.1,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Jaycob Megna,1,0.1,0,D,0,0,,0,Anaheim Ducks,15,15:20
36,31,0,0.0,0,0,1,0.0,0,0,3,0,4,0,-0.1,0,0,0,Mason Raymond,-2,-0.1,0,LW,0,0,0.0,3,Anaheim Ducks,36,8:55
37,27,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,Dustin Tokarski,0,0.1,0,G,0,0,,0,Anaheim Ducks,10,9:47
38,27,0,0.0,0,0,0,,0,0,2,0,1,0,0.0,0,0,0,Corey Tropp,-1,-0.1,0,RW,0,0,,0,Anaheim Ducks,9,9:28
39,28,46,2.8,29,35,23,36.1,13,27,51,8,80,39,9.8,15,9,81,Brad Marchand,18,12.6,85,LW,2,3,17.3,226,Boston Bruins,1555,19:26
40,20,36,2.2,22,32,1,66.7,2,24,72,6,75,34,8.1,14,10,34,David Pastrnak,11,10.3,70,RW,0,0,13.0,262,Boston Bruins,1349,17:59
41,30,31,1.4,25,51,620,51.4,657,15,40,3,82,23,4.6,6,8,26,David Krejci,-12,6.0,54,C,0,0,14.6,158,Boston Bruins,1498,18:16
42,31,32,2.5,20,47,722,60.1,1086,13,54,7,79,21,4.2,9,8,24,Patrice Bergeron,12,6.6,53,C,3,0,7.0,302,Boston Bruins,1534,19:25
43,25,43,3.3,24,82,1,0.0,0,2,59,1,81,8,4.6,19,6,37,Torey Krug,-10,7.9,51,D,0,0,3.8,208,Boston Bruins,1750,21:36
44,25,28,1.1,12,17,124,38.9,79,8,24,3,78,11,2.6,15,3,14,Ryan Spooner,-8,3.7,39,C,1,0,7.6,145,Boston Bruins,1099,14:06
45,32,21,1.7,16,47,63,48.8,60,15,225,2,74,17,2.7,5,2,69,David Backes,2,4.5,38,RW,0,0,9.7,175,Boston Bruins,1267,17:07
46,39,19,5.7,17,140,1,0.0,0,7,130,0,75,10,2.3,2,1,59,Zdeno Chara,18,8.0,29,D,0,2,7.4,136,Boston Bruins,1750,23:20
47,36,14,1.5,13,42,297,54.6,357,8,63,1,82,11,1.1,0,0,44,Dominic Moore,2,2.6,25,C,1,3,11.5,96,Boston Bruins,1061,12:57
48,22,8,0.6,7,16,5,28.6,2,6,51,1,44,10,1.5,1,4,14,Frank Vatrano,-3,2.2,18,C,0,0,8.6,116,Boston Bruins,593,13:29
49,27,10,1.4,8,36,286,49.1,276,6,67,2,81,7,-0.4,0,0,14,Riley Nash,-1,1.0,17,C,2,1,5.6,125,Boston Bruins,1118,13:48
50,20,10,4.8,10,115,0,,0,5,87,0,82,6,0.4,0,0,59,Brandon Carlo,9,5.2,16,D,0,1,6.8,88,Boston Bruins,1707,20:49
51,26,7,0.7,7,38,29,49.1,28,7,73,2,59,7,0.4,0,0,23,Tim Schaller,-6,1.1,14,C,0,0,7.9,89,Boston Bruins,724,12:16
52,24,7,2.3,6,36,0,,0,5,85,0,61,6,1.0,1,1,55,Colin Miller,0,3.3,13,D,0,0,7.1,85,Boston Bruins,965,15:49
53,24,8,0.4,5,25,76,42.9,57,5,19,1,49,5,0.3,3,0,12,Austin Czarnik,-10,0.7,13,C,0,0,7.6,66,Boston Bruins,638,13:01
54,29,10,2.5,9,76,0,,0,3,121,1,58,3,0.5,0,0,50,Kevan Miller,1,3.1,13,D,1,0,6.1,49,Boston Bruins,1032,17:48
55,30,8,3.7,7,144,0,,0,2,157,1,77,2,-0.4,0,0,71,Adam McQuaid,4,3.3,10,D,1,0,3.1,64,Boston Bruins,1405,18:15
56,31,4,0.7,4,2,6,40.0,4,3,25,2,18,4,0.7,0,1,12,Drew Stafford,8,1.3,8,RW,0,0,9.8,41,Boston Bruins,257,14:16
57,28,5,0.4,3,18,41,41.4,29,3,98,0,49,3,-0.6,2,0,47,Matt Beleskey,-10,-0.2,8,LW,0,0,3.8,79,Boston Bruins,650,13:16
58,25,3,0.5,3,5,18,37.9,11,2,80,0,29,2,0.0,0,0,16,Noel Acciari,3,0.5,5,C,0,0,8.3,24,Boston Bruins,301,10:22
59,27,3,0.6,3,10,41,25.5,14,2,74,1,58,2,-0.7,0,0,29,Jimmy Hayes,-3,-0.1,5,RW,0,0,2.7,74,Boston Bruins,535,9:14
60,36,5,1.5,2,41,0,100.0,2,0,25,0,36,0,-0.2,3,0,4,John-Michael Liles,1,1.3,5,D,0,0,0.0,36,Boston Bruins,583,16:12
61,21,1,0.1,1,4,0,,0,1,41,0,19,1,-0.1,0,0,7,Anton Blidh,-2,0.0,2,LW,0,0,3.8,26,Boston Bruins,167,8:47
62,21,2,0.2,1,4,1,66.7,2,0,7,0,11,0,-0.2,1,0,0,Peter Cehlarik,0,0.0,2,LW,0,0,0.0,8,Boston Bruins,153,13:55
63,29,2,0.0,2,0,0,,0,0,0,0,65,0,0.0,0,0,0,Tuukka Rask,0,9.8,2,G,0,0,,0,Boston Bruins,3680,56:36
64,30,1,0.0,1,0,0,,0,0,0,0,16,0,0.0,0,0,2,Anton Khudobin,0,1.9,1,G,0,0,,0,Boston Bruins,885,55:18
65,24,1,0.1,1,1,2,33.3,1,0,9,0,8,0,-0.1,0,0,2,Sean Kuraly,-1,0.0,1,C,0,0,0.0,11,Boston Bruins,74,9:12
66,24,1,0.3,1,19,0,,0,0,29,0,17,0,-0.2,0,0,8,Joseph Morrow,-4,0.1,1,D,0,0,0.0,19,Boston Bruins,264,15:32
67,20,0,0.0,0,0,1,50.0,1,0,0,0,1,0,0.0,0,0,0,Jakob Forsbacka Karlsson,0,0.0,0,C,0,0,,0,Boston Bruins,8,8:25
68,23,0,0.1,0,1,0,,0,0,0,0,2,0,0.0,0,0,2,Matt Grzelcyk,0,0.0,0,D,0,0,0.0,4,Boston Bruins,25,12:29
69,21,0,0.0,0,2,0,,0,0,6,0,8,0,-0.3,0,0,2,Danton Heinen,-3,-0.3,0,C,0,0,0.0,7,Boston Bruins,106,13:14
70,24,0,0.0,0,0,0,,0,0,0,0,8,0,0.0,0,0,0,Zane McIntyre,0,-0.1,0,G,0,0,,0,Boston Bruins,333,41:35
71,23,0,0.2,0,7,0,,0,0,3,0,3,0,-0.1,0,0,0,Rob O'Gara,1,0.1,0,D,0,0,0.0,2,Boston Bruins,48,16:01
72,23,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,Malcolm Subban,0,-0.1,0,G,0,0,,0,Boston Bruins,31,30:36
73,20,33,1.0,19,35,486,38.9,310,14,26,4,61,24,5.6,14,10,22,Jack Eichel,-13,6.6,57,C,0,0,9.6,249,Buffalo Sabres,1215,19:55
74,25,35,1.9,18,45,752,58.0,1039,11,21,3,72,20,4.0,16,8,10,Ryan O'Reilly,-1,6.0,55,C,1,1,10.6,189,Buffalo Sabres,1545,21:28
75,21,30,1.3,22,40,124,41.0,86,8,21,3,79,17,3.3,8,9,8,Sam Reinhart,-11,4.6,47,C,0,0,9.6,178,Buffalo Sabres,1360,17:13
76,28,26,1.3,10,25,45,54.5,54,12,53,2,65,19,3.7,16,7,24,Kyle Okposo,-7,5.0,45,RW,0,0,12.2,156,Buffalo Sabres,1233,18:58
77,22,39,4.5,14,161,0,,0,5,195,2,79,6,3.1,24,1,58,Rasmus Ristolainen,-9,7.6,45,D,1,0,3.2,186,Buffalo Sabres,2091,26:28
78,25,15,1.0,10,29,67,45.1,55,25,109,5,70,28,4.2,5,3,113,Evander Kane,-17,5.1,43,LW,0,0,10.8,260,Buffalo Sabres,1344,19:12
79,38,20,1.3,15,30,60,43.4,46,11,54,3,82,15,1.8,4,3,22,Brian Gionta,-11,3.0,35,RW,1,1,10.1,149,Buffalo Sabres,1362,16:36
80,33,18,1.0,11,18,3,25.0,1,3,37,2,81,14,2.5,7,11,10,Matt Moulson,-4,3.5,32,LW,0,0,10.4,134,Buffalo Sabres,940,11:36
81,25,10,1.5,10,57,4,20.0,1,12,279,0,80,13,0.5,0,0,73,Marcus Foligno,-1,2.1,23,LW,0,1,13.4,97,Buffalo Sabres,1238,15:28
82,23,17,3.4,14,114,0,,0,2,73,1,76,3,0.6,3,1,26,Jake McCabe,-7,4.0,20,D,0,0,3.8,79,Buffalo Sabres,1574,20:42
83,29,16,2.7,15,68,0,,0,2,87,0,68,3,0.9,1,1,34,Cody Franson,-5,3.6,19,D,0,0,3.2,93,Buffalo Sabres,1257,18:29
84,23,9,1.0,9,26,306,47.2,273,7,120,0,75,7,-0.2,0,0,18,Zemgus Girgensons,-7,0.8,16,C,0,0,6.3,112,Buffalo Sabres,987,13:10
85,27,8,0.4,5,23,13,18.8,3,5,45,1,51,5,0.2,3,0,12,Tyler Ennis,-10,0.6,13,LW,0,0,5.6,89,Buffalo Sabres,655,12:50
86,24,5,0.5,5,23,271,49.1,261,5,33,2,36,6,0.2,0,1,20,Johan Larsson,-7,0.7,11,C,0,0,12.2,49,Buffalo Sabres,607,16:51
87,26,9,1.4,8,97,1,0.0,0,2,59,1,56,2,0.0,1,0,46,Zach Bogosian,-17,1.4,11,D,0,0,2.7,73,Buffalo Sabres,1125,20:05
88,22,3,0.4,3,10,1,50.0,1,5,112,1,41,5,0.4,0,0,21,William Carrier,-1,0.8,8,LW,0,0,10.0,50,Buffalo Sabres,369,9:00
89,28,8,1.5,8,40,0,100.0,1,0,101,0,52,0,0.0,0,0,29,Justin Falk,-3,1.5,8,D,0,0,0.0,33,Buffalo Sabres,712,13:42
90,28,7,1.2,4,20,0,,0,0,7,0,27,0,0.3,3,0,16,Taylor Fedun,3,1.5,7,D,0,0,0.0,24,Buffalo Sabres,361,13:22
91,23,2,0.2,2,12,146,41.6,104,3,12,0,30,4,0.0,0,1,4,Evan Rodrigues,-7,0.2,6,LW,0,0,7.8,51,Buffalo Sabres,388,12:56
92,32,5,2.8,5,108,1,0.0,0,1,143,0,66,1,-0.7,0,0,50,Josh Gorges,-3,2.1,6,D,0,0,2.5,40,Buffalo Sabres,1218,18:27
93,26,3,0.4,1,72,0,,0,1,60,0,47,2,-0.5,2,1,26,Dmitry Kulikov,-26,-0.1,5,D,0,0,4.8,42,Buffalo Sabres,1029,21:54
94,21,1,0.2,1,1,2,33.3,1,3,12,0,14,3,0.4,0,0,6,Nicholas Baptiste,1,0.6,4,RW,0,0,18.8,16,Buffalo Sabres,129,9:14
95,21,2,0.4,2,14,1,0.0,0,2,27,1,32,2,-0.3,0,0,4,Justin Bailey,0,0.1,4,RW,0,0,5.6,36,Buffalo Sabres,340,10:38
96,26,3,0.4,3,25,159,52.0,172,0,25,0,40,0,-0.8,0,0,19,Derek Grant,-3,-0.4,3,C,0,0,0.0,34,Buffalo Sabres,397,9:55
97,25,2,0.1,2,5,3,0.0,0,0,109,0,42,0,-0.7,0,0,38,Nicolas Deslauriers,-6,-0.5,2,LW,0,0,0.0,26,Buffalo Sabres,311,7:25
98,21,1,0.1,1,2,0,,0,0,17,0,10,0,-0.2,0,0,2,Hudson Fasching,-1,-0.1,1,RW,0,0,0.0,6,Buffalo Sabres,104,10:25
99,25,1,0.0,1,0,0,,0,0,0,0,59,0,0.0,0,0,6,Robin Lehner,0,12.9,1,G,0,0,,0,Buffalo Sabres,3405,57:43
100,18,1,0.0,1,2,2,0.0,0,0,1,0,4,0,0.0,0,0,0,Alexander Nylander,-2,0.0,1,RW,0,0,0.0,4,Buffalo Sabres,49,12:20
101,30,1,-0.1,1,3,34,48.5,32,0,2,0,11,0,-0.1,0,0,0,Cal O'Reilly,-6,-0.3,1,C,0,0,0.0,3,Buffalo Sabres,87,7:56
102,26,1,0.1,1,2,0,,0,0,3,0,4,0,0.0,0,0,0,Cole Schneider,2,0.2,1,LW,0,0,0.0,6,Buffalo Sabres,29,7:09
103,22,1,0.0,1,0,0,,0,0,0,0,2,0,0.0,0,0,0,C.J. Smith,-1,0.0,1,LW,0,0,0.0,2,Buffalo Sabres,23,11:32
104,23,0,0.2,0,0,0,,0,0,6,0,5,0,-0.1,0,0,4,Brady Austin,0,0.1,0,D,0,0,0.0,8,Buffalo Sabres,80,16:05
105,28,0,0.0,0,0,0,,0,0,5,0,2,0,0.0,0,0,0,Erik Burgdoerfer,-1,-0.1,0,D,0,0,0.0,2,Buffalo Sabres,22,11:10
106,19,0,0.2,0,8,0,,0,0,3,0,3,0,-0.1,0,0,0,Brendan Guhle,1,0.1,0,D,0,0,0.0,4,Buffalo Sabres,49,16:21
107,21,0,0.0,0,1,3,62.5,5,0,0,0,1,0,0.0,0,0,0,Sean Malone,0,0.0,0,C,0,0,0.0,1,Buffalo Sabres,12,12:12
108,24,0,0.1,0,5,0,,0,0,15,0,11,0,-0.2,0,0,4,Casey Nelson,-3,-0.1,0,D,0,0,0.0,10,Buffalo Sabres,139,12:36
109,26,0,0.0,0,0,0,,0,0,0,0,26,0,0.0,0,0,0,Anders Nilsson,0,6.0,0,G,0,0,,0,Buffalo Sabres,1484,57:05
110,23,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Linus Ullmark,0,0.2,0,G,0,0,,0,Buffalo Sabres,59,58:44
111,23,43,1.3,31,14,0,,0,14,9,3,72,18,4.8,12,4,4,Johnny Gaudreau,-7,6.1,61,LW,0,0,9.9,182,Calgary Flames,1331,18:29
112,22,31,1.7,22,25,701,51.5,743,18,34,4,82,27,5.2,9,8,20,Sean Monahan,-1,6.9,58,C,0,1,13.6,199,Calgary Flames,1441,17:35
113,27,31,2.1,19,41,768,48.1,711,15,55,7,81,22,4.1,9,7,36,Mikael Backlund,9,6.2,53,C,3,0,11.2,197,Calgary Flames,1426,17:36
114,23,37,4.7,24,94,0,,0,11,68,5,81,13,4.8,12,2,64,Dougie Hamilton,12,9.5,50,D,1,0,5.9,222,Calgary Flames,1594,19:41
115,19,35,1.9,25,22,15,34.8,8,10,65,2,76,13,3.5,10,3,105,Matthew Tkachuk,14,5.4,48,LW,0,0,9.2,142,Calgary Flames,1114,14:40
116,28,27,2.2,21,48,16,44.8,13,12,60,1,82,17,2.7,5,3,58,Michael Frolik,13,4.9,44,RW,1,2,8.4,202,Calgary Flames,1401,17:05
117,33,27,6.3,15,184,0,,0,7,78,4,81,12,3.1,11,3,59,Mark Giordano,22,9.4,39,D,1,2,7.9,151,Calgary Flames,1910,23:35
118,30,22,1.1,14,28,49,52.0,53,7,5,1,69,15,2.8,8,8,46,Kris Versteeg,-3,3.9,37,RW,0,0,11.0,136,Calgary Flames,1016,14:44
119,26,30,3.1,18,115,0,,0,4,30,2,82,6,2.1,11,1,24,T.J. Brodie,-16,5.3,36,D,1,1,7.7,78,Calgary Flames,1934,23:35
120,20,13,0.8,12,46,437,46.1,374,9,127,0,81,13,0.8,0,4,75,Sam Bennett,-16,1.6,26,C,1,0,10.7,122,Calgary Flames,1214,14:59
121,24,10,1.0,8,26,4,42.9,3,13,149,1,76,15,1.9,2,2,50,Micheal Ferland,-1,2.9,25,LW,0,0,14.2,106,Calgary Flames,879,11:34
122,31,12,1.0,5,39,44,31.3,20,7,171,2,74,13,0.7,6,5,31,Troy Brouwer,-11,1.7,25,RW,1,1,15.1,86,Calgary Flames,1200,16:13
123,26,12,1.1,10,18,22,24.1,7,11,74,1,81,12,0.8,2,0,46,Alex Chiasson,-6,1.9,24,RW,0,1,11.5,104,Calgary Flames,1084,13:23
124,33,17,1.4,15,39,383,50.1,385,6,60,3,81,6,0.3,0,0,40,Matt Stajan,3,1.6,23,C,2,0,10.2,59,Calgary Flames,1027,12:41
125,33,13,2.2,10,74,0,,0,3,61,1,57,5,1.0,3,2,32,Dennis Wideman,-6,3.2,18,D,0,0,5.7,87,Calgary Flames,1153,20:14
126,34,12,3.6,12,134,0,100.0,1,4,135,2,81,4,0.3,0,0,85,Deryk Engelland,2,3.9,16,D,0,0,3.7,107,Calgary Flames,1485,18:20
127,26,4,0.8,4,44,8,33.3,4,3,127,1,61,3,-0.9,0,0,35,Lance Bouma,-2,-0.1,7,C,0,0,5.7,53,Calgary Flames,692,11:21
128,26,4,1.2,4,41,0,,0,2,27,0,19,2,0.4,0,0,20,Michael Stone,5,1.7,6,D,0,0,8.3,24,Calgary Flames,358,18:51
129,25,5,1.0,5,30,0,,0,1,25,0,38,1,0.1,0,0,12,Jyrki Jokipakka,-3,1.1,6,D,0,0,3.4,29,Calgary Flames,548,14:26
130,25,4,0.3,4,14,9,52.6,10,1,56,0,26,1,0.0,0,0,44,Garnet Hathaway,0,0.3,5,RW,0,0,4.5,22,Calgary Flames,238,9:08
131,21,2,0.1,2,1,13,45.8,11,1,9,0,4,1,0.3,0,0,0,Curtis Lazar,2,0.4,3,RW,0,0,50.0,2,Calgary Flames,47,11:47
132,23,3,0.4,3,13,0,,0,0,14,0,21,0,-0.1,0,0,12,Brett Kulak,-3,0.4,3,D,0,0,0.0,19,Calgary Flames,299,14:15
133,25,0,0.2,0,1,51,59.5,75,2,46,1,26,2,-0.3,0,0,8,Freddie Hamilton,-3,-0.1,2,C,0,0,6.7,30,Calgary Flames,254,9:47
134,28,1,0.5,1,12,0,,0,1,46,0,24,1,-0.1,0,0,26,Matt Bartkowski,-4,0.4,2,D,0,0,6.3,16,Calgary Flames,369,15:23
135,22,1,0.0,1,3,0,,0,0,3,0,7,0,-0.1,0,0,2,Hunter Shinkaruk,-3,-0.1,1,LW,0,0,0.0,5,Calgary Flames,74,10:35
136,20,0,0.0,0,2,0,,0,0,4,0,1,0,0.0,0,0,0,Rasmus Andersson,-1,-0.1,0,D,0,0,,0,Calgary Flames,19,18:33
137,31,0,0.0,0,0,0,,0,0,0,0,49,0,0.0,0,0,4,Brian Elliott,0,7.3,0,G,0,0,,0,Calgary Flames,2844,58:03
138,23,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Jon Gillies,0,0.3,0,G,0,0,,0,Calgary Flames,60,60:00
139,32,0,-0.2,0,1,0,,0,0,7,0,3,0,0.0,0,0,2,Nicklas Grossmann,-4,-0.3,0,D,0,0,0.0,3,Calgary Flames,39,13:01
140,22,0,0.0,0,0,3,62.5,5,0,1,0,1,0,0.0,0,0,0,Mark Jankowski,0,0.0,0,C,0,0,,0,Calgary Flames,10,10:18
141,30,0,0.0,0,0,0,,0,0,0,0,36,0,0.0,0,0,0,Chad Johnson,0,5.4,0,G,0,0,,0,Calgary Flames,2013,55:55
142,24,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,David Rittich,0,0.0,0,G,0,0,,0,Calgary Flames,20,20:00
143,25,0,0.0,0,0,15,37.5,9,0,1,0,4,0,-0.1,0,0,0,Linden Vey,-2,-0.2,0,RW,0,0,0.0,1,Calgary Flames,44,11:01
144,23,0,-0.1,0,2,0,,0,0,3,0,4,0,-0.1,0,0,0,Tyler Wotherspoon,-2,-0.1,0,D,0,0,0.0,4,Calgary Flames,44,10:54
145,24,26,1.7,18,28,17,37.0,10,30,33,4,79,37,7.1,8,7,28,Jeff Skinner,-3,8.8,63,LW,0,0,13.2,281,Carolina Hurricanes,1401,17:44
146,19,25,1.8,13,14,18,48.6,17,17,51,4,82,24,4.2,11,6,26,Sebastian Aho,-1,5.9,49,RW,1,1,11.2,214,Carolina Hurricanes,1377,16:47
147,23,29,1.4,22,33,461,49.8,457,12,43,3,82,16,2.7,6,4,16,Victor Rask,-10,4.2,45,C,1,0,8.6,186,Carolina Hurricanes,1418,17:18
148,28,29,1.8,25,29,477,59.1,688,11,139,3,75,16,2.8,4,4,38,Jordan Staal,-1,4.6,45,C,0,1,9.8,164,Carolina Hurricanes,1400,18:40
149,22,34,1.6,21,43,282,55.6,353,8,99,0,72,11,2.5,9,2,16,Elias Lindholm,-2,4.1,45,C,4,1,7.3,151,Carolina Hurricanes,1309,18:11
150,22,27,1.5,17,33,220,46.7,193,10,27,2,81,15,2.6,10,5,16,Teuvo Teravainen,-6,4.1,42,LW,0,0,8.9,169,Carolina Hurricanes,1315,16:14
151,33,24,1.8,20,16,5,37.5,3,14,113,2,82,16,2.5,4,2,32,Lee Stempniak,2,4.3,40,RW,0,0,12.2,131,Carolina Hurricanes,1299,15:51
152,24,20,2.8,11,84,0,,0,13,117,2,75,17,3.8,9,4,32,Justin Faulk,-18,6.6,37,D,0,0,7.6,225,Carolina Hurricanes,1736,23:08
153,22,29,6.7,22,161,0,,0,4,35,0,82,5,1.9,4,0,12,Jaccob Slavin,23,8.6,34,D,3,1,5.1,99,Carolina Hurricanes,1922,23:26
154,30,18,1.0,14,37,316,55.3,391,6,33,3,67,11,1.6,4,4,22,Derek Ryan,-8,2.6,29,C,0,1,15.1,73,Carolina Hurricanes,998,14:53
155,20,25,2.0,16,73,0,,0,2,57,1,81,4,1.8,9,2,26,Noah Hanifin,-19,3.8,29,D,0,0,3.7,108,Carolina Hurricanes,1452,17:55
156,22,18,6.2,16,148,0,,0,2,57,0,82,2,0.3,2,0,20,Brett Pesce,23,6.5,20,D,0,0,1.8,109,Carolina Hurricanes,1739,21:12
157,22,9,0.4,8,22,3,25.0,1,7,91,1,57,7,0.6,0,0,6,Brock McGinn,-11,1.1,16,LW,1,0,9.5,74,Carolina Hurricanes,684,12:00
