ind,games,goals,goals_against_ev,goals_ev,goals_pp,losses,opp_goals,opp_goals_pp,pdo,pen_kill_pct,points,points_pct,power_play_pct,save_pct,shot_pct,sos,srs,team_name,wins,year,cup_champs,rank,avg_corsi_pct,player_point_avg,avg_plus_minus,avg_ops,avg_dps,avg_ps,fenwick_pct,score_balance_pct,ev_goal_diff,special_teams_diff,gf_pg,ga_pg
San Jose Sharks_2011,82.0,248.0,139.0,169.0,68.0,25.0,213.0,56.0,100.2,79.49,105.0,0.64,23.45,0.913,8.6,0.02,0.44,San Jose Sharks,48.0,2011,0.0,3,52.70384615384614,23.857142857142854,4.035714285714286,1.639285714285714,1.5142857142857138,3.65,52.8923076923077,0.3888888888888889,30.0,12.0,3.024390243902439,2.597560975609756
Detroit Red Wings_2011,82.0,261.0,177.0,185.0,67.0,25.0,241.0,53.0,99.6,82.33,104.0,0.634,22.26,0.906,9.3,0.03,0.27,Detroit Red Wings,47.0,2011,0.0,7,53.83181818181818,28.44,1.08,2.076,1.332,3.944000000000001,53.29545454545455,0.3888888888888889,8.0,14.0,3.182926829268293,2.9390243902439024
Tampa Bay Lightning_2011,82.0,247.0,147.0,171.0,69.0,25.0,240.0,49.0,99.2,83.77,103.0,0.628,20.54,0.904,9.3,-0.05,0.04,Tampa Bay Lightning,46.0,2011,0.0,4,52.02608695652174,25.30769230769231,-2.1538461538461537,1.7192307692307691,1.3307692307692305,3.4615384615384612,53.10869565217392,0.2222222222222222,24.0,20.0,3.0121951219512195,2.926829268292683
Boston Bruins_2011,82.0,246.0,127.0,190.0,43.0,25.0,195.0,46.0,102.1,82.64,103.0,0.628,16.17,0.931,9.1,-0.07,0.56,Boston Bruins,46.0,2011,1.0,1,50.188,24.296296296296298,10.629629629629632,1.7148148148148157,1.6888888888888884,4.211111111111111,49.63200000000001,0.3333333333333333,63.0,-3.0,3.0,2.3780487804878048
Phoenix Coyotes_2011,82.0,231.0,150.0,175.0,46.0,26.0,226.0,64.0,101.1,78.38,99.0,0.604,15.92,0.918,9.1,0.05,0.11,Phoenix Coyotes,43.0,2011,0.0,10,50.26666666666666,21.0,4.379310344827586,1.3448275862068966,1.2724137931034485,3.2275862068965515,49.23703703703704,0.2222222222222222,25.0,-18.0,2.817073170731707,2.7560975609756095
Nashville Predators_2011,82.0,219.0,126.0,167.0,41.0,27.0,194.0,41.0,101.5,84.93,99.0,0.604,15.24,0.923,9.0,0.01,0.31,Nashville Predators,44.0,2011,0.0,8,47.95384615384615,20.714285714285715,4.428571428571429,1.2285714285714289,1.6892857142857145,3.5821428571428564,47.37692307692308,0.2222222222222222,41.0,0.0,2.6707317073170733,2.3658536585365852
Anaheim Ducks_2011,82.0,239.0,163.0,161.0,67.0,30.0,235.0,57.0,100.1,81.31,99.0,0.604,23.51,0.911,10.1,0.05,0.09,Anaheim Ducks,47.0,2011,0.0,11,43.941379310344836,20.21875,-1.78125,1.3499999999999996,1.08125,2.8812500000000005,44.95172413793103,0.3333333333333333,-2.0,10.0,2.9146341463414633,2.8658536585365852
Los Angeles Kings_2011,82.0,219.0,133.0,158.0,47.0,30.0,198.0,40.0,100.4,85.51,98.0,0.598,16.15,0.915,8.8,0.03,0.29,Los Angeles Kings,46.0,2011,0.0,12,51.392,21.222222222222218,0.7777777777777778,1.1888888888888884,1.7518518518518522,3.470370370370371,50.728,0.2777777777777778,25.0,7.0,2.6707317073170733,2.4146341463414633
Chicago Blackhawks_2011,82.0,258.0,135.0,182.0,64.0,29.0,225.0,53.0,100.0,79.22,97.0,0.591,23.1,0.909,9.6,0.01,0.41,Chicago Blackhawks,44.0,2011,0.0,13,52.29583333333333,26.34615384615385,3.615384615384616,1.9153846153846148,1.4961538461538464,3.915384615384616,52.99583333333333,0.3333333333333333,47.0,11.0,3.1463414634146343,2.7439024390243905
Montreal Canadiens_2011,82.0,216.0,136.0,151.0,57.0,30.0,209.0,51.0,99.7,84.4,96.0,0.585,19.66,0.916,8.2,-0.04,0.05,Montreal Canadiens,44.0,2011,0.0,14,50.688,21.259259259259263,0.037037037037037035,1.2703703703703706,1.5592592592592591,3.4777777777777783,51.108,0.2222222222222222,15.0,6.0,2.6341463414634148,2.548780487804878
Buffalo Sabres_2011,82.0,245.0,154.0,184.0,54.0,29.0,229.0,51.0,100.2,83.0,96.0,0.585,19.35,0.908,8.9,-0.04,0.15,Buffalo Sabres,43.0,2011,0.0,15,49.984,23.962962962962962,1.4074074074074074,1.6444444444444453,1.348148148148148,3.5259259259259266,50.48399999999998,0.2222222222222222,30.0,3.0,2.9878048780487805,2.792682926829268
Dallas Stars_2011,82.0,227.0,152.0,157.0,55.0,29.0,233.0,55.0,101.0,80.14,95.0,0.579,17.97,0.91,9.8,0.05,-0.02,Dallas Stars,42.0,2011,0.0,16,47.77200000000001,22.037037037037038,-1.5555555555555556,1.3555555555555558,1.3037037037037038,3.2111111111111112,47.408,0.2777777777777778,5.0,0.0,2.768292682926829,2.841463414634146
Calgary Flames_2011,82.0,250.0,168.0,172.0,62.0,29.0,237.0,53.0,100.1,81.21,94.0,0.573,19.5,0.902,9.6,-0.02,0.14,Calgary Flames,41.0,2011,0.0,17,52.12000000000001,24.407407407407412,0.14814814814814814,1.6851851851851851,1.303703703703704,3.4296296296296296,52.96799999999999,0.3888888888888889,4.0,9.0,3.048780487804878,2.8902439024390243
New York Rangers_2011,82.0,233.0,148.0,164.0,49.0,33.0,198.0,42.0,100.6,83.66,93.0,0.5670000000000001,16.9,0.919,9.1,-0.06,0.37,New York Rangers,44.0,2011,0.0,18,48.74814814814815,20.931034482758623,3.1379310344827585,1.320689655172414,1.6034482758620692,3.5068965517241377,49.744444444444454,0.2777777777777778,16.0,7.0,2.841463414634146,2.4146341463414633
Carolina Hurricanes_2011,82.0,236.0,171.0,169.0,55.0,31.0,239.0,51.0,100.4,81.25,91.0,0.555,15.9,0.913,9.2,-0.04,-0.08,Carolina Hurricanes,40.0,2011,0.0,19,48.768965517241384,19.93548387096774,-1.2258064516129032,1.3258064516129031,1.0580645161290319,2.9516129032258065,47.61034482758621,0.2777777777777778,-2.0,4.0,2.8780487804878048,2.9146341463414633
St Louis Blues_2011,82.0,240.0,176.0,177.0,52.0,33.0,234.0,51.0,99.5,81.72,87.0,0.53,18.64,0.9,9.5,0.04,0.11,St Louis Blues,38.0,2011,0.0,20,51.30357142857145,20.6,0.6,1.3966666666666665,1.1866666666666663,2.9066666666666663,51.75714285714286,0.3333333333333333,1.0,1.0,2.926829268292683,2.8536585365853657
Minnesota Wild_2011,82.0,206.0,164.0,143.0,53.0,35.0,233.0,53.0,100.3,82.85,86.0,0.524,18.15,0.914,9.5,0.03,-0.3,Minnesota Wild,39.0,2011,0.0,21,44.868,20.62962962962963,-4.592592592592593,1.1111111111111112,1.285185185185185,2.9814814814814814,44.216,0.2222222222222222,-21.0,0.0,2.5121951219512195,2.841463414634146
Toronto Maple Leafs_2011,82.0,218.0,175.0,156.0,52.0,34.0,251.0,62.0,100.5,77.45,85.0,0.518,15.95,0.904,9.0,0.0,-0.41,Toronto Maple Leafs,37.0,2011,0.0,22,46.38846153846154,19.655172413793107,-3.7586206896551726,1.1896551724137931,1.0379310344827586,2.6793103448275857,45.81153846153846,0.2222222222222222,-19.0,-10.0,2.658536585365854,3.0609756097560976
New Jersey Devils_2011,82.0,174.0,159.0,134.0,34.0,39.0,209.0,40.0,98.1,83.4,81.0,0.494,14.35,0.903,7.3,0.02,-0.41,New Jersey Devils,38.0,2011,0.0,23,51.910344827586215,14.741935483870966,-4.903225806451613,0.5096774193548387,1.4193548387096768,2.274193548387097,52.01724137931034,0.16666666666666666,-25.0,-6.0,2.1219512195121952,2.548780487804878
Columbus Blue Jackets_2011,82.0,215.0,163.0,162.0,42.0,35.0,258.0,62.0,98.9,80.25,81.0,0.494,13.95,0.9,8.4,0.08,-0.45,Columbus Blue Jackets,34.0,2011,0.0,24,50.82592592592592,19.931034482758623,-3.3448275862068964,1.1034482758620687,0.993103448275862,2.482758620689655,51.051851851851865,0.2777777777777778,-1.0,-20.0,2.6219512195121952,3.1463414634146343
Atlanta Thrashers_2011,82.0,223.0,183.0,159.0,53.0,36.0,269.0,64.0,99.0,77.54,80.0,0.488,18.34,0.902,8.4,-0.01,-0.57,Atlanta Thrashers,34.0,2011,0.0,25,48.68888888888888,19.793103448275858,-5.620689655172414,1.2620689655172417,0.8689655172413794,2.593103448275861,50.077777777777776,0.2777777777777778,-24.0,-11.0,2.7195121951219514,3.2804878048780486
Ottawa Senators_2011,82.0,192.0,193.0,139.0,45.0,40.0,250.0,48.0,97.9,83.73,74.0,0.451,17.51,0.904,8.0,0.02,-0.69,Ottawa Senators,32.0,2011,0.0,26,50.08461538461538,17.137931034482758,-9.034482758620689,0.8896551724137929,1.013793103448276,2.2931034482758608,50.04615384615383,0.1111111111111111,-54.0,-3.0,2.341463414634146,3.048780487804878
New York Islanders_2011,82.0,229.0,199.0,158.0,52.0,39.0,264.0,52.0,99.2,83.23,73.0,0.445,17.22,0.902,9.3,0.01,-0.42,New York Islanders,30.0,2011,0.0,27,45.36666666666666,18.12121212121212,-5.454545454545454,1.1636363636363631,0.784848484848485,2.2666666666666666,45.45000000000001,0.3333333333333333,-41.0,0.0,2.792682926829268,3.2195121951219514
Florida Panthers_2011,82.0,195.0,167.0,152.0,35.0,40.0,229.0,41.0,99.2,84.64,72.0,0.439,13.11,0.916,7.7,-0.01,-0.43,Florida Panthers,30.0,2011,0.0,28,50.283870967741926,15.87878787878788,-4.0,0.7484848484848486,1.0909090909090904,2.363636363636364,49.89677419354838,0.05555555555555555,-15.0,-6.0,2.3780487804878048,2.792682926829268
Colorado Avalanche_2011,82.0,227.0,188.0,164.0,49.0,44.0,288.0,75.0,99.4,76.11,68.0,0.415,18.49,0.89,9.2,0.05,-0.7,Colorado Avalanche,30.0,2011,0.0,29,47.31666666666665,17.96969696969697,-6.212121212121213,1.1212121212121209,0.5606060606060607,1.9969696969696968,47.33333333333332,0.2777777777777778,-24.0,-26.0,2.768292682926829,3.5121951219512195
Edmonton Oilers_2011,82.0,193.0,169.0,139.0,44.0,45.0,269.0,74.0,98.9,76.95,62.0,0.378,14.47,0.902,8.7,0.06,-0.87,Edmonton Oilers,25.0,2011,0.0,30,45.62857142857143,17.5,-6.9,0.8333333333333333,0.8200000000000001,2.0466666666666664,45.039285714285704,0.05555555555555555,-30.0,-30.0,2.3536585365853657,3.2804878048780486
Washington Capitals_2010,82.0,318.0,152.0,230.0,79.0,15.0,233.0,67.0,102.7,78.8,121.0,0.738,25.24,0.91,11.6,-0.14,0.9,Washington Capitals,54.0,2010,0.0,9,52.2962962962963,27.36666666666667,12.9,2.386666666666668,1.2066666666666672,4.093333333333334,51.35185185185186,0.3888888888888889,78.0,12.0,3.8780487804878048,2.841463414634146
San Jose Sharks_2010,82.0,264.0,135.0,184.0,65.0,20.0,215.0,49.0,101.3,84.88,113.0,0.6890000000000001,21.04,0.919,9.9,0.05,0.65,San Jose Sharks,51.0,2010,0.0,3,50.69999999999999,25.66666666666667,5.592592592592593,1.8592592592592592,1.5333333333333332,4.059259259259261,50.07600000000002,0.3333333333333333,49.0,16.0,3.2195121951219514,2.6219512195121952
Chicago Blackhawks_2010,82.0,271.0,153.0,197.0,52.0,22.0,209.0,40.0,99.0,84.96,112.0,0.6829999999999999,17.69,0.902,9.4,0.02,0.77,Chicago Blackhawks,52.0,2010,1.0,1,56.40454545454545,29.875,8.541666666666666,2.2291666666666665,1.9458333333333333,4.591666666666666,57.80454545454545,0.2777777777777778,44.0,12.0,3.3048780487804876,2.548780487804878
Phoenix Coyotes_2010,82.0,225.0,141.0,162.0,46.0,25.0,202.0,49.0,100.1,84.54,107.0,0.652,14.65,0.919,8.4,0.06,0.34,Phoenix Coyotes,50.0,2010,0.0,10,52.04615384615384,20.321428571428573,2.6785714285714284,1.125,1.6142857142857143,3.3642857142857143,51.48076923076924,0.1111111111111111,21.0,-3.0,2.7439024390243905,2.4634146341463414
New Jersey Devils_2010,82.0,222.0,131.0,158.0,51.0,27.0,191.0,41.0,100.2,82.92,103.0,0.628,18.75,0.914,8.8,-0.07,0.31,New Jersey Devils,48.0,2010,0.0,11,50.46428571428571,19.566666666666666,3.466666666666667,1.1166666666666665,1.6733333333333336,3.2700000000000005,51.30714285714286,0.2222222222222222,27.0,10.0,2.707317073170732,2.3292682926829267
Vancouver Canucks_2010,82.0,272.0,149.0,191.0,68.0,28.0,222.0,59.0,101.5,81.56,103.0,0.628,21.05,0.909,10.6,-0.01,0.6,Vancouver Canucks,49.0,2010,0.0,5,50.00000000000001,25.20689655172414,6.620689655172414,1.913793103448276,1.3827586206896547,3.8172413793103463,49.93333333333334,0.3333333333333333,42.0,9.0,3.317073170731707,2.707317073170732
Detroit Red Wings_2010,82.0,229.0,162.0,156.0,59.0,24.0,216.0,43.0,98.9,83.9,102.0,0.622,19.22,0.914,8.1,0.07,0.23,Detroit Red Wings,44.0,2010,0.0,6,53.24799999999999,22.51851851851852,-0.2222222222222222,1.348148148148148,1.5666666666666669,3.4962962962962965,52.608,0.2222222222222222,-6.0,16.0,2.792682926829268,2.6341463414634148
Los Angeles Kings_2010,82.0,241.0,131.0,163.0,64.0,27.0,219.0,60.0,99.9,80.26,101.0,0.616,20.85,0.907,9.7,0.05,0.32,Los Angeles Kings,46.0,2010,0.0,12,50.176,23.592592592592588,2.814814814814815,1.4814814814814814,1.5703703703703709,3.5,50.22,0.3333333333333333,32.0,4.0,2.9390243902439024,2.6707317073170733
Pittsburgh Penguins_2010,82.0,257.0,175.0,186.0,56.0,28.0,237.0,52.0,99.6,84.1,101.0,0.616,17.18,0.9,9.3,-0.07,0.17,Pittsburgh Penguins,47.0,2010,0.0,7,51.81666666666666,25.84615384615385,1.9230769230769231,1.811538461538461,1.3923076923076927,3.6769230769230763,52.43749999999999,0.2777777777777778,11.0,4.0,3.1341463414634148,2.8902439024390243
Nashville Predators_2010,82.0,225.0,153.0,165.0,47.0,29.0,225.0,59.0,100.0,77.13,100.0,0.61,16.43,0.909,8.7,0.06,0.06,Nashville Predators,47.0,2010,0.0,13,51.18076923076922,20.75,1.2142857142857142,1.2285714285714284,1.414285714285714,3.1500000000000012,51.32692307692307,0.2777777777777778,12.0,-12.0,2.7439024390243905,2.7439024390243905
Buffalo Sabres_2010,82.0,235.0,149.0,172.0,55.0,27.0,207.0,38.0,100.2,86.62,100.0,0.61,17.57,0.923,8.9,-0.08,0.26,Buffalo Sabres,45.0,2010,0.0,14,50.64090909090908,26.16666666666667,1.7916666666666667,1.616666666666667,1.7833333333333334,4.204166666666667,50.2409090909091,0.2777777777777778,23.0,17.0,2.8658536585365852,2.524390243902439
Colorado Avalanche_2010,82.0,244.0,154.0,173.0,56.0,30.0,233.0,60.0,101.3,80.2,95.0,0.579,18.06,0.913,10.4,0.02,0.16,Colorado Avalanche,43.0,2010,0.0,15,44.4185185185185,22.41379310344828,1.6896551724137931,1.4448275862068964,1.2344827586206897,3.272413793103448,45.607407407407386,0.2222222222222222,19.0,-4.0,2.975609756097561,2.841463414634146
Ottawa Senators_2010,82.0,225.0,174.0,165.0,49.0,32.0,238.0,50.0,98.0,84.28,94.0,0.573,16.9,0.901,9.0,-0.06,-0.22,Ottawa Senators,44.0,2010,0.0,16,52.07999999999999,22.18518518518519,-2.1481481481481484,1.32962962962963,1.3481481481481483,3.0777777777777784,52.376000000000005,0.2222222222222222,-9.0,-1.0,2.7439024390243905,2.902439024390244
Boston Bruins_2010,82.0,206.0,150.0,146.0,44.0,30.0,200.0,37.0,99.4,86.4,91.0,0.555,16.6,0.922,7.5,-0.06,0.01,Boston Bruins,39.0,2010,0.0,8,52.41999999999999,20.074074074074076,-0.4444444444444444,0.9518518518518516,1.7259259259259263,3.34074074074074,52.244,0.1111111111111111,-4.0,7.0,2.5121951219512195,2.4390243902439024
Calgary Flames_2010,82.0,204.0,141.0,150.0,43.0,32.0,210.0,54.0,99.8,82.3,90.0,0.5489999999999999,16.04,0.916,8.6,0.04,-0.03,Calgary Flames,40.0,2010,0.0,17,51.89000000000001,17.516129032258064,1.1935483870967742,0.9258064516129032,1.4258064516129036,2.7999999999999994,51.53000000000001,0.1111111111111111,9.0,-11.0,2.4878048780487805,2.5609756097560976
St Louis Blues_2010,82.0,225.0,167.0,159.0,53.0,32.0,223.0,45.0,100.0,86.84,90.0,0.5489999999999999,17.21,0.911,8.9,0.06,0.08,St Louis Blues,40.0,2010,0.0,18,50.66190476190477,25.43478260869565,-1.4782608695652173,1.4782608695652169,1.7043478260869562,3.8782608695652168,50.11904761904761,0.2777777777777778,-8.0,8.0,2.7439024390243905,2.7195121951219514
Anaheim Ducks_2010,82.0,238.0,166.0,162.0,63.0,32.0,251.0,67.0,100.8,79.26,89.0,0.5429999999999999,21.0,0.911,9.4,0.09,-0.07,Anaheim Ducks,39.0,2010,0.0,19,46.867857142857154,20.6,-1.2333333333333334,1.3833333333333335,0.9966666666666664,2.9099999999999997,46.42499999999999,0.3333333333333333,-4.0,-4.0,2.902439024390244,3.0609756097560976
Dallas Stars_2010,82.0,237.0,167.0,160.0,61.0,31.0,254.0,65.0,100.0,77.43,88.0,0.537,18.6,0.904,9.1,0.09,-0.12,Dallas Stars,37.0,2010,0.0,20,47.9,24.038461538461537,-2.0,1.4846153846153844,1.1576923076923078,3.2,47.97391304347826,0.2777777777777778,-7.0,-4.0,2.8902439024390243,3.097560975609756
Philadelphia Flyers_2010,82.0,236.0,157.0,158.0,68.0,35.0,225.0,57.0,99.5,82.93,88.0,0.537,21.38,0.905,9.0,-0.06,0.08,Philadelphia Flyers,41.0,2010,0.0,2,50.63999999999999,22.25,-0.3928571428571429,1.475,1.4214285714285717,3.3500000000000005,51.08000000000001,0.2777777777777778,1.0,11.0,2.8780487804878048,2.7439024390243905
Montreal Canadiens_2010,82.0,217.0,141.0,149.0,57.0,33.0,223.0,53.0,100.4,82.96,88.0,0.537,21.84,0.921,9.0,-0.07,-0.14,Montreal Canadiens,39.0,2010,0.0,4,46.414285714285704,18.766666666666666,-1.6,1.07,1.2999999999999998,2.97,46.060714285714276,0.2222222222222222,8.0,4.0,2.6463414634146343,2.7195121951219514
New York Rangers_2010,82.0,222.0,158.0,159.0,55.0,33.0,218.0,50.0,100.3,84.28,87.0,0.53,18.27,0.913,9.0,-0.05,0.0,New York Rangers,38.0,2010,0.0,21,49.65833333333333,23.4,-0.68,1.4040000000000004,1.5919999999999994,3.5920000000000005,49.5375,0.1111111111111111,1.0,5.0,2.707317073170732,2.658536585365854
Minnesota Wild_2010,82.0,219.0,173.0,151.0,59.0,36.0,246.0,53.0,99.9,82.68,84.0,0.512,19.09,0.901,9.4,0.07,-0.26,Minnesota Wild,38.0,2010,0.0,22,47.634615384615365,20.642857142857142,-5.642857142857142,1.1857142857142855,1.171428571428571,2.782142857142857,47.90000000000001,0.16666666666666666,-22.0,6.0,2.6707317073170733,3.0
Atlanta Thrashers_2010,82.0,234.0,189.0,170.0,51.0,34.0,256.0,57.0,100.5,82.19,83.0,0.506,16.14,0.908,9.5,-0.06,-0.33,Atlanta Thrashers,35.0,2010,0.0,23,48.988,23.592592592592588,-2.592592592592593,1.4555555555555555,1.0518518518518518,3.0925925925925934,48.15600000000001,0.2777777777777778,-19.0,-6.0,2.8536585365853657,3.1219512195121952
Carolina Hurricanes_2010,82.0,230.0,171.0,163.0,56.0,37.0,256.0,62.0,99.6,80.63,80.0,0.488,17.02,0.904,9.4,-0.05,-0.37,Carolina Hurricanes,35.0,2010,0.0,24,48.43571428571429,20.33333333333333,-3.7,1.2566666666666668,0.97,2.666666666666666,47.38214285714287,0.2222222222222222,-8.0,-6.0,2.8048780487804876,3.1219512195121952
Tampa Bay Lightning_2010,82.0,217.0,159.0,148.0,63.0,36.0,260.0,67.0,99.4,80.06,80.0,0.488,19.33,0.901,9.0,-0.03,-0.56,Tampa Bay Lightning,34.0,2010,0.0,25,47.27777777777778,20.13793103448276,-6.068965517241379,1.1206896551724137,0.9724137931034482,2.555172413793103,47.72962962962962,0.2777777777777778,-11.0,-4.0,2.6463414634146343,3.1707317073170733
New York Islanders_2010,82.0,222.0,182.0,158.0,49.0,37.0,264.0,71.0,99.2,76.33,79.0,0.482,16.01,0.902,8.6,-0.02,-0.53,New York Islanders,34.0,2010,0.0,26,46.92962962962964,19.896551724137925,-3.689655172413793,1.1241379310344823,0.9379310344827586,2.486206896551725,47.7962962962963,0.2222222222222222,-24.0,-22.0,2.707317073170732,3.2195121951219514
Columbus Blue Jackets_2010,82.0,216.0,152.0,152.0,56.0,35.0,259.0,61.0,99.0,81.74,79.0,0.482,18.18,0.905,9.2,0.11,-0.42,Columbus Blue Jackets,32.0,2010,0.0,27,47.788888888888884,20.51724137931034,-4.931034482758621,1.1620689655172414,1.006896551724138,2.5965517241379312,47.75185185185186,0.2777777777777778,0.0,-5.0,2.6341463414634148,3.158536585365854
Florida Panthers_2010,82.0,208.0,167.0,151.0,44.0,37.0,244.0,59.0,100.8,79.37,77.0,0.47,14.24,0.916,8.7,-0.03,-0.47,Florida Panthers,32.0,2010,0.0,28,43.8962962962963,19.0,-3.4827586206896552,1.006896551724138,1.1137931034482758,2.817241379310345,44.859259259259254,0.1111111111111111,-16.0,-15.0,2.5365853658536586,2.975609756097561
Toronto Maple Leafs_2010,82.0,214.0,183.0,162.0,44.0,38.0,267.0,73.0,98.9,74.65,74.0,0.451,13.97,0.892,7.9,-0.03,-0.68,Toronto Maple Leafs,30.0,2010,0.0,29,51.27931034482758,18.0625,-3.71875,0.9906249999999996,0.8500000000000001,2.1343750000000004,51.53103448275862,0.1111111111111111,-21.0,-29.0,2.6097560975609757,3.2560975609756095
Edmonton Oilers_2010,82.0,214.0,185.0,148.0,52.0,47.0,284.0,67.0,99.3,78.03,62.0,0.378,17.28,0.899,8.9,0.09,-0.76,Edmonton Oilers,27.0,2010,0.0,30,44.73214285714285,17.838709677419356,-9.0,0.9580645161290324,0.6709677419354839,2.048387096774193,45.246428571428574,0.05555555555555555,-37.0,-15.0,2.6097560975609757,3.4634146341463414
San Jose Sharks_2009,82.0,257.0,137.0,152.0,87.0,18.0,204.0,51.0,99.3,83.22,117.0,0.713,24.17,0.911,9.2,-0.04,0.61,San Jose Sharks,53.0,2009,0.0,9,53.238461538461536,25.285714285714285,2.8928571428571432,1.6214285714285714,1.7392857142857143,3.860714285714288,53.69615384615384,0.3888888888888889,15.0,36.0,3.1341463414634148,2.4878048780487805
Boston Bruins_2009,82.0,274.0,129.0,188.0,74.0,19.0,196.0,54.0,102.5,82.35,116.0,0.7070000000000001,23.64,0.925,10.9,-0.06,0.89,Boston Bruins,53.0,2009,0.0,5,50.19230769230769,26.214285714285715,10.464285714285714,1.8821428571428571,1.732142857142857,4.310714285714287,50.35769230769232,0.3333333333333333,59.0,20.0,3.341463414634146,2.3902439024390243
Detroit Red Wings_2009,82.0,295.0,165.0,193.0,90.0,21.0,244.0,71.0,99.6,78.29,112.0,0.6829999999999999,25.5,0.894,9.7,0.0,0.62,Detroit Red Wings,51.0,2009,0.0,2,56.48750000000001,30.69230769230769,5.884615384615384,2.2846153846153845,1.396153846153846,4.092307692307692,55.1375,0.4444444444444444,28.0,19.0,3.597560975609756,2.975609756097561
Washington Capitals_2009,82.0,272.0,154.0,176.0,85.0,24.0,245.0,75.0,99.5,80.62,108.0,0.659,25.22,0.901,9.8,-0.06,0.27,Washington Capitals,50.0,2009,0.0,6,54.64230769230768,25.32142857142857,3.3571428571428568,1.8107142857142864,1.242857142857143,3.4500000000000006,54.54615384615386,0.2777777777777778,22.0,10.0,3.317073170731707,2.9878048780487805
New Jersey Devils_2009,82.0,244.0,138.0,168.0,58.0,27.0,209.0,65.0,100.8,79.94,106.0,0.6459999999999999,18.89,0.914,8.8,-0.05,0.38,New Jersey Devils,51.0,2009,0.0,10,51.67499999999998,24.48148148148148,6.7407407407407405,1.4592592592592597,1.6814814814814814,3.7518518518518533,51.42916666666667,0.2777777777777778,30.0,-7.0,2.975609756097561,2.548780487804878
Chicago Blackhawks_2009,82.0,264.0,139.0,180.0,70.0,24.0,216.0,64.0,99.8,80.61,104.0,0.634,19.28,0.911,9.7,0.01,0.6,Chicago Blackhawks,46.0,2009,0.0,3,54.55217391304347,28.8,8.36,1.9479999999999995,1.7680000000000005,4.316,54.3695652173913,0.3888888888888889,41.0,6.0,3.2195121951219514,2.6341463414634148
Vancouver Canucks_2009,82.0,246.0,139.0,169.0,67.0,27.0,220.0,69.0,101.8,81.4,100.0,0.61,18.77,0.911,10.4,-0.02,0.3,Vancouver Canucks,45.0,2009,0.0,7,47.03333333333333,25.615384615384613,5.5,1.6153846153846154,1.6192307692307693,3.7653846153846144,47.01250000000001,0.2777777777777778,30.0,-2.0,3.0,2.682926829268293
Pittsburgh Penguins_2009,82.0,264.0,160.0,189.0,62.0,28.0,239.0,60.0,101.6,82.71,99.0,0.604,17.22,0.906,10.8,-0.02,0.28,Pittsburgh Penguins,45.0,2009,1.0,1,46.925,23.33333333333333,3.466666666666667,1.593333333333333,1.206666666666667,3.2633333333333336,48.146428571428565,0.2222222222222222,29.0,2.0,3.2195121951219514,2.9146341463414633
Philadelphia Flyers_2009,82.0,264.0,164.0,173.0,71.0,27.0,238.0,67.0,100.3,82.95,99.0,0.604,22.47,0.913,10.7,-0.04,0.28,Philadelphia Flyers,44.0,2009,0.0,11,47.14444444444444,23.310344827586214,3.689655172413793,1.6896551724137931,1.2551724137931035,3.541379310344828,47.940740740740736,0.3333333333333333,9.0,4.0,3.2195121951219514,2.902439024390244
Calgary Flames_2009,82.0,254.0,173.0,184.0,61.0,30.0,248.0,58.0,99.4,83.38,98.0,0.598,17.04,0.899,9.5,0.0,0.07,Calgary Flames,46.0,2009,0.0,12,56.13600000000001,25.407407407407412,0.4814814814814815,1.6703703703703707,1.2740740740740744,3.411111111111111,54.07599999999999,0.2777777777777778,11.0,3.0,3.097560975609756,3.024390243902439
Carolina Hurricanes_2009,82.0,239.0,153.0,158.0,70.0,30.0,226.0,59.0,99.3,80.4,97.0,0.591,18.72,0.909,8.8,-0.05,0.11,Carolina Hurricanes,45.0,2009,0.0,4,51.2,21.4,0.03333333333333333,1.3033333333333332,1.3533333333333335,3.1733333333333333,51.59642857142857,0.2777777777777778,5.0,11.0,2.9146341463414633,2.7560975609756095
New York Rangers_2009,82.0,210.0,158.0,143.0,48.0,30.0,218.0,40.0,98.6,87.84,95.0,0.579,13.87,0.913,7.5,-0.01,-0.1,New York Rangers,43.0,2009,0.0,13,51.88333333333335,21.23076923076923,-4.038461538461538,0.9615384615384616,1.6538461538461542,3.2384615384615385,51.3625,0.2222222222222222,-15.0,8.0,2.5609756097560976,2.658536585365854
Montreal Canadiens_2009,82.0,249.0,164.0,160.0,72.0,30.0,247.0,65.0,100.4,82.43,93.0,0.5670000000000001,19.25,0.908,9.8,-0.01,0.02,Montreal Canadiens,41.0,2009,0.0,14,47.355555555555576,22.103448275862064,-1.137931034482759,1.43103448275862,1.1586206896551727,3.1379310344827576,47.10740740740741,0.16666666666666666,-4.0,7.0,3.0365853658536586,3.0121951219512195
Florida Panthers_2009,82.0,234.0,160.0,173.0,51.0,30.0,231.0,54.0,101.5,82.64,93.0,0.5670000000000001,16.56,0.922,9.6,-0.04,0.0,Florida Panthers,41.0,2009,0.0,17,46.2304347826087,24.88,1.16,1.4639999999999995,1.436,3.792,45.40869565217392,0.16666666666666666,13.0,-3.0,2.8536585365853657,2.817073170731707
