,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
10,29.1,275,82,241,132,169,62,6,30,6,3,236,210,46,7,100.0,80.51,8.9,10.1,98,0.598,22.55,0.909,9.5,2491,1942,-0.05,0.33,San Jose Sharks*,5.5,46,4
11,27.3,279,82,227,142,173,44,7,31,5,3,257,201,41,7,100.8,84.05,9.9,10.4,97,0.591,15.77,0.917,9.3,2402,2278,-0.02,0.3,Tampa Bay Lightning*,5.22,46,3
12,28.1,280,82,214,147,155,53,3,27,14,8,262,218,51,8,100.4,80.53,11.8,11.8,96,0.585,18.93,0.917,8.3,2540,2456,0.02,-0.03,Philadelphia Flyers*,5.27,41,3
13,28.4,259,82,228,160,166,51,7,27,14,2,245,215,46,2,99.5,81.22,9.9,9.4,96,0.585,19.69,0.904,8.9,2507,2165,0.01,0.17,Nashville Predators*,5.4,41,4
14,28.8,234,82,240,176,179,48,9,31,9,2,270,230,48,4,100.1,82.22,11.4,10.4,93,0.5670000000000001,20.51,0.9079999999999999,9.0,2620,2490,-0.02,0.11,Boston Bruins,5.73,42,4
15,28.7,266,82,211,165,157,50,2,30,11,5,271,224,50,4,99.7,81.55,8.8,9.1,93,0.5670000000000001,18.8,0.91,8.6,2432,2439,0.0,-0.16,Detroit Red Wings*,5.3,41,2
16,28.0,259,82,216,133,158,48,7,33,11,2,204,206,45,6,100.6,77.94,6.6,6.9,87,0.53,18.53,0.914,9.0,2374,2050,0.01,0.13,Minnesota Wild*,5.15,38,3
17,27.0,238,82,198,159,153,40,3,31,16,5,204,226,32,5,98.6,84.31,6.9,7.0,86,0.524,16.81,0.905,8.0,2451,2021,0.03,-0.31,Carolina Hurricanes,5.17,35,2
18,27.0,239,82,236,174,175,38,17,35,9,6,253,247,61,3,101.0,75.89,10.9,10.8,85,0.518,15.9,0.91,9.9,2325,2599,0.01,-0.13,Ottawa Senators,5.89,38,6
19,27.9,256,82,184,134,126,51,5,36,8,6,264,208,45,8,99.6,82.95,9.9,8.4,84,0.512,19.92,0.915,9.1,2003,2125,0.02,-0.28,New Jersey Devils,4.78,38,2
20,28.0,259,82,221,176,166,42,8,38,6,3,254,236,46,11,99.4,81.89,9.4,9.9,82,0.5,16.22,0.903,8.6,2504,2408,0.0,-0.18,Montreal Canadiens,5.57,38,5
21,28.3,266,82,216,180,157,48,7,39,4,0,258,240,51,9,100.5,80.23,9.4,9.4,82,0.5,18.05,0.909,9.0,2348,2649,0.03,-0.26,Colorado Avalanche,5.56,39,4
22,26.2,254,82,201,155,145,48,6,36,11,7,218,222,38,6,99.2,82.57,9.1,9.0,81,0.494,18.9,0.914,8.2,2418,2264,0.01,-0.25,Buffalo Sabres,5.16,35,2
23,27.6,300,82,209,152,151,53,4,39,8,1,304,245,69,14,100.6,77.3,12.3,10.7,78,0.47600000000000003,17.67,0.902,9.2,2265,2375,0.01,-0.43,Arizona Coyotes,5.54,35,1
24,26.8,257,82,215,164,164,38,10,39,8,3,282,239,61,4,99.7,78.37,11.2,9.9,78,0.47600000000000003,14.79,0.903,8.7,2427,2325,0.03,-0.26,Winnipeg Jets,5.54,35,3
25,27.7,270,82,231,193,173,46,10,40,7,3,234,260,57,7,99.4,75.64,9.2,9.5,77,0.47,17.04,0.892,9.5,2398,2377,-0.01,-0.36,Calgary Flames,5.99,35,2
26,26.5,248,82,219,187,167,43,3,40,8,4,279,252,53,8,99.8,81.0,12.1,10.7,76,0.46299999999999997,17.34,0.903,8.9,2387,2550,0.03,-0.38,Columbus Blue Jackets,5.74,34,6
27,28.9,247,82,191,184,143,39,4,38,13,4,249,243,47,8,99.4,81.12,10.0,10.0,75,0.457,15.79,0.91,8.0,2311,2668,0.02,-0.62,Vancouver Canucks,5.29,31,5
28,26.4,237,82,203,165,151,43,5,43,8,3,254,245,49,6,98.8,80.71,9.7,8.3,70,0.42700000000000005,18.14,0.9059999999999999,8.3,2386,2275,0.0,-0.51,Edmonton Oilers,5.46,31,4
29,27.4,259,82,198,156,149,40,3,42,11,6,272,246,50,8,98.4,81.62,9.2,7.8,69,0.42100000000000004,15.44,0.902,7.6,2515,2110,0.03,-0.56,Toronto Maple Leafs,5.41,29,6
