,Age,Assists,Defensive Point Shares,ES Assists,ES Blocks,ES Face-Off Losses,ES Face-Off Pct,ES Face-Off Wins,ES Goals,ES Hits,GW Goals,Games Played,Goals,Offenisve Point Shares,PP Assists,PP Goals,Penalty Minutes,Player,Plus Minus,Point Shares,Points,Position,SH Assists,SH Goals,Shooting Perecentage,Shots,Team,Time on Ice,Time on Ice Avg
29,22,1,0.0,1,0,0,,0,0,0,0,40,0,0.0,0,0,2,John Gibson,0,6.5,1,G,0,0,,0,Anaheim Ducks,2295,57:22
30,23,0,0.0,0,2,0,,0,0,7,0,5,0,-0.1,0,0,2,Max Friberg,-1,-0.1,0,LW,0,0,0.0,1,Anaheim Ducks,44,8:50
31,34,0,-0.1,0,0,0,,0,0,2,0,2,0,0.0,0,0,4,Tim Jackman,-2,-0.1,0,RW,0,0,0.0,1,Anaheim Ducks,11,5:44
32,29,0,0.0,0,0,0,,0,0,0,0,9,0,0.0,0,0,0,Anton Khudobin,0,0.9,0,G,0,0,,0,Anaheim Ducks,356,39:36
33,22,0,0.0,0,0,0,,0,0,3,0,1,0,0.0,0,0,0,Stefan Noesen,0,0.0,0,RW,0,0,,0,Anaheim Ducks,10,10:02
34,23,0,0.0,0,2,2,50.0,2,0,0,0,1,0,0.0,0,0,0,Michael Sgarbossa,0,0.0,0,C,0,0,,0,Anaheim Ducks,8,8:21
35,28,0,0.0,0,0,0,,0,0,3,0,1,0,0.0,0,0,0,Harry Zolnierczyk,-1,-0.1,0,LW,0,0,0.0,1,Anaheim Ducks,9,8:48
36,30,36,2.1,21,56,848,57.1,1130,19,77,6,80,32,6.9,13,12,49,Patrice Bergeron,12,9.0,68,C,2,1,11.3,282,Boston Bruins,1587,19:50
37,30,33,2.2,25,34,9,57.1,12,18,22,5,82,30,6.0,7,10,12,Loui Eriksson,13,8.2,63,RW,1,2,16.3,184,Boston Bruins,1598,19:29
38,29,46,1.7,29,57,557,50.1,560,13,43,3,72,17,4.9,14,4,32,David Krejci,4,6.6,63,C,3,0,11.9,143,Boston Bruins,1462,20:18
39,27,24,2.4,20,35,35,37.5,21,27,65,6,77,37,7.1,2,6,90,Brad Marchand,21,9.4,61,LW,2,4,14.8,250,Boston Bruins,1432,18:36
40,24,36,0.9,25,19,407,42.8,304,7,53,4,80,13,3.6,11,6,35,Ryan Spooner,-9,4.5,49,C,0,0,8.0,162,Boston Bruins,1211,15:08
41,24,40,3.9,22,94,0,100.0,2,3,61,1,81,4,3.2,18,1,33,Torey Krug,9,7.2,44,D,0,0,1.6,244,Boston Bruins,1751,21:37
42,27,22,1.6,18,44,19,24.0,6,12,260,1,80,15,2.3,4,3,65,Matt Beleskey,6,3.9,37,LW,0,0,8.9,168,Boston Bruins,1269,15:51
43,38,28,4.5,17,123,1,0.0,0,8,134,3,80,9,2.8,9,1,71,Zdeno Chara,12,7.3,37,D,2,0,5.7,158,Boston Bruins,1928,24:06
44,26,16,0.6,14,15,70,37.5,42,10,128,0,75,13,1.8,2,3,60,Jimmy Hayes,-12,2.4,29,RW,0,0,10.2,127,Boston Bruins,1037,13:50
45,19,11,0.9,10,15,3,0.0,0,15,52,2,51,15,2.6,1,0,20,David Pastrnak,3,3.5,26,RW,0,0,13.9,108,Boston Bruins,711,13:57
46,23,16,0.9,13,36,17,45.2,14,7,137,2,71,9,1.3,3,2,20,Brett Connolly,-1,2.2,25,RW,0,0,9.5,95,Boston Bruins,920,12:58
47,28,13,3.7,12,123,0,,0,5,164,0,71,5,0.9,1,0,53,Kevan Miller,15,4.6,18,D,0,0,7.8,64,Boston Bruins,1353,19:04
48,23,13,1.2,8,36,0,,0,3,45,0,42,3,1.3,5,0,39,Colin Miller,0,2.5,16,D,0,0,5.1,59,Boston Bruins,663,15:48
49,34,11,2.1,10,120,0,,0,1,127,0,61,1,0.0,1,0,24,Dennis Seidenberg,-1,2.0,12,D,0,0,1.5,66,Boston Bruins,1183,19:24
50,21,3,0.3,3,23,3,0.0,0,8,61,1,39,8,0.9,0,0,14,Frank Vatrano,-3,1.2,11,C,0,0,8.1,99,Boston Bruins,463,11:53
51,24,5,0.3,5,24,54,34.1,28,5,79,1,58,5,-0.1,0,0,20,Landon Ferraro,-8,0.2,10,C,0,0,7.7,65,Boston Bruins,626,10:48
52,32,7,0.3,7,6,3,0.0,0,3,28,1,19,3,0.7,0,0,4,Lee Stempniak,1,1.0,10,RW,0,0,11.5,26,Boston Bruins,291,15:20
53,29,8,2.6,8,121,0,,0,1,142,0,64,1,-0.3,0,0,89,Adam McQuaid,6,2.3,9,D,0,0,2.4,42,Boston Bruins,1155,18:02
54,31,5,0.0,4,28,181,47.5,164,2,66,1,38,2,-0.2,1,0,15,Maxime Talbot,-11,-0.2,7,C,0,0,6.9,29,Boston Bruins,426,11:13
55,25,5,1.5,5,49,0,,0,2,71,0,38,2,0.1,0,0,22,Zach Trotman,3,1.7,7,D,0,0,3.3,60,Boston Bruins,705,18:33
56,23,6,0.4,4,35,0,,0,1,28,0,33,1,0.2,2,0,4,Joseph Morrow,-7,0.6,7,D,0,0,2.3,44,Boston Bruins,525,15:54
57,24,0,0.1,0,8,0,,0,6,39,1,27,6,0.8,0,0,47,Tyler Randell,-2,0.9,6,RW,0,0,33.3,18,Boston Bruins,189,6:59
58,35,6,0.0,6,31,0,,0,0,17,0,17,0,0.3,0,0,2,John-Michael Liles,-7,0.3,6,D,0,0,0.0,19,Boston Bruins,329,19:19
59,27,3,0.3,3,18,232,49.5,227,1,36,0,44,2,-0.8,0,0,4,Joonas Kemppainen,-6,-0.4,5,C,0,1,5.7,35,Boston Bruins,552,12:32
60,25,2,0.2,2,15,1,0.0,0,1,154,0,52,1,-0.8,0,0,83,Zac Rinaldo,-5,-0.5,3,C,0,0,2.6,38,Boston Bruins,431,8:18
61,35,0,0.3,0,13,30,42.3,22,1,13,0,11,2,0.0,0,0,0,Chris Kelly,3,0.3,2,C,0,1,25.0,8,Boston Bruins,144,13:05
62,24,1,0.0,1,4,76,44.1,60,0,52,0,19,0,-0.4,0,0,8,Noel Acciari,-4,-0.4,1,C,0,0,0.0,18,Boston Bruins,188,9:54
63,26,1,0.0,0,1,0,,0,0,3,0,3,0,0.1,0,0,0,Tommy Cross,-1,0.0,1,D,1,0,,0,Boston Bruins,39,13:05
64,23,1,-0.1,0,0,0,,0,0,4,0,4,0,0.0,1,0,4,Seth Griffith,-4,-0.1,1,C,0,0,0.0,2,Boston Bruins,40,9:58
65,28,1,0.0,1,0,0,,0,0,0,0,64,0,0.0,0,0,0,Tuukka Rask,0,11.1,1,G,0,0,,0,Boston Bruins,3678,57:28
66,31,0,0.0,0,0,0,,0,0,0,0,24,0,0.0,0,0,0,Jonas Gustavsson,0,3.2,0,G,0,0,,0,Boston Bruins,1258,52:26
67,28,0,-0.4,0,0,0,,0,0,1,0,2,0,0.0,0,0,0,Matt Irwin,-5,-0.4,0,D,0,0,0.0,3,Boston Bruins,30,14:56
68,22,0,0.0,0,1,2,0.0,0,0,2,0,5,0,-0.1,0,0,0,Alexander Khokhlachev,-2,-0.2,0,C,0,0,0.0,4,Boston Bruins,51,10:15
69,24,39,1.4,25,43,788,56.5,1024,12,17,2,71,21,5.0,14,8,8,Ryan O'Reilly,-16,6.4,60,C,0,1,13.4,157,Buffalo Sabres,1543,21:44
70,19,32,1.4,19,25,578,41.0,402,16,43,5,81,24,4.9,13,8,22,Jack Eichel,-16,6.3,56,C,0,0,10.1,238,Buffalo Sabres,1549,19:07
71,20,19,1.5,17,26,72,33.3,36,15,26,3,79,23,3.8,2,8,8,Sam Reinhart,-8,5.2,42,C,0,0,13.9,165,Buffalo Sabres,1330,16:50
72,21,32,3.5,15,137,0,,0,5,139,1,82,9,3.2,17,4,33,Rasmus Ristolainen,-21,6.7,41,D,0,0,4.5,202,Buffalo Sabres,2073,25:17
73,24,15,1.3,11,23,62,50.0,62,17,171,3,65,20,2.5,4,2,91,Evander Kane,-14,3.8,35,LW,0,1,7.4,271,Buffalo Sabres,1367,21:02
74,37,21,1.7,16,36,66,45.0,54,11,46,2,79,12,1.3,5,1,12,Brian Gionta,-5,2.9,33,RW,0,0,7.1,169,Buffalo Sabres,1401,17:44
75,27,13,0.8,10,19,1,66.7,2,8,113,3,63,14,2.2,3,6,10,Jamie McGinn,-10,3.0,27,LW,0,0,12.8,109,Buffalo Sabres,892,14:10
76,25,17,2.7,13,98,0,,0,4,86,1,64,7,1.8,3,3,68,Zach Bogosian,-11,4.5,24,D,1,0,5.8,121,Buffalo Sabres,1430,22:21
77,24,13,1.5,11,44,3,25.0,1,8,193,2,75,10,1.0,2,0,79,Marcus Foligno,4,2.5,23,LW,0,2,12.3,81,Buffalo Sabres,989,13:11
78,32,13,1.1,8,23,5,0.0,0,6,45,1,81,8,0.6,5,2,16,Matt Moulson,-5,1.7,21,LW,0,0,7.2,111,Buffalo Sabres,964,11:54
79,22,11,1.4,9,41,182,45.7,153,6,125,1,71,7,-0.1,1,1,20,Zemgus Girgensons,0,1.3,18,C,1,0,6.4,110,Buffalo Sabres,1068,15:02
80,23,7,1.3,4,33,371,51.1,388,9,113,5,74,10,0.0,3,1,27,Johan Larsson,-4,1.4,17,LW,0,0,10.5,95,Buffalo Sabres,1097,14:49
81,28,13,2.1,7,56,0,,0,3,61,1,59,4,1.2,6,1,26,Cody Franson,-5,3.3,17,D,0,0,4.3,92,Buffalo Sabres,993,16:50
82,35,9,0.9,7,18,231,45.9,196,4,28,0,79,5,0.0,1,0,14,David Legwand,-4,0.9,14,C,1,1,8.2,61,Buffalo Sabres,767,9:42
83,22,10,4.3,10,109,2,0.0,0,4,114,0,77,4,0.2,0,0,51,Jake McCabe,6,4.5,14,D,0,0,6.5,62,Buffalo Sabres,1472,19:07
84,24,6,0.4,6,30,1,0.0,0,6,206,1,70,6,0.1,0,0,59,Nicolas Deslauriers,-14,0.4,12,LW,0,0,8.3,72,Buffalo Sabres,723,10:20
85,31,10,3.4,10,167,0,,0,2,143,0,77,2,-0.4,0,0,72,Josh Gorges,-7,3.1,12,D,0,0,3.5,57,Buffalo Sabres,1576,20:28
86,26,8,0.2,6,8,0,100.0,2,1,30,0,23,3,0.5,2,2,11,Tyler Ennis,-9,0.6,11,C,0,0,5.3,57,Buffalo Sabres,416,18:04
87,24,10,2.1,8,49,0,,0,1,37,0,55,1,0.3,1,0,32,Mark Pysyk,-1,2.4,11,D,1,0,2.3,44,Buffalo Sabres,875,15:54
88,29,4,0.3,3,5,50,54.1,59,2,3,1,20,3,0.5,1,1,2,Cal O'Reilly,-1,0.8,7,C,0,0,30.0,10,Buffalo Sabres,224,11:11
89,33,4,0.4,3,41,0,,0,1,36,0,36,1,0.0,1,0,10,Carlo Colaiacovo,-11,0.4,5,D,0,0,3.4,29,Buffalo Sabres,521,14:28
90,28,4,1.7,4,36,0,,0,1,73,0,35,1,0.0,0,0,32,Mike Weber,3,1.7,5,D,0,0,3.6,28,Buffalo Sabres,557,15:55
91,23,4,0.3,2,4,0,,0,0,5,0,7,0,0.3,2,0,8,Casey Nelson,1,0.7,4,D,0,0,0.0,5,Buffalo Sabres,104,14:49
92,25,2,0.3,2,9,73,35.4,40,0,13,1,17,1,0.1,0,0,2,Tim Schaller,3,0.4,3,C,0,1,5.6,18,Buffalo Sabres,142,8:19
93,20,1,0.2,1,1,0,,0,1,8,0,7,1,0.1,0,0,4,Hudson Fasching,2,0.3,2,RW,0,0,11.1,9,Buffalo Sabres,81,11:31
94,22,1,0.1,1,0,0,,0,1,3,0,2,1,0.3,0,0,0,Evan Rodrigues,2,0.4,2,C,0,0,12.5,8,Buffalo Sabres,24,11:45
95,25,1,0.1,1,4,3,66.7,6,1,3,0,5,1,0.2,0,0,2,Phil Varone,1,0.3,2,C,0,0,50.0,2,Buffalo Sabres,42,8:19
96,29,2,0.0,2,0,0,,0,0,0,0,45,0,0.0,0,0,0,Chad Johnson,0,8.2,2,G,0,0,,0,Buffalo Sabres,2591,57:35
97,24,1,0.0,0,0,0,,0,0,0,0,21,0,0.0,1,0,8,Robin Lehner,0,4.5,1,G,0,0,,0,Buffalo Sabres,1164,55:26
98,20,0,0.0,0,6,0,,0,0,8,0,8,0,-0.3,0,0,2,Justin Bailey,-2,-0.2,0,RW,0,0,0.0,22,Buffalo Sabres,93,11:36
99,22,0,0.0,0,2,0,100.0,2,0,22,0,11,0,-0.3,0,0,0,Daniel Catenacci,-2,-0.2,0,C,0,0,0.0,7,Buffalo Sabres,96,8:44
100,23,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,Jason Kasdorf,0,0.0,0,G,0,0,,0,Buffalo Sabres,60,60:00
101,25,0,0.0,0,2,0,,0,0,3,0,1,0,0.0,0,0,2,Chad Ruhwedel,0,0.0,0,D,0,0,0.0,1,Buffalo Sabres,16,15:30
102,25,0,0.0,0,0,0,,0,0,3,0,2,0,-0.1,0,0,0,Cole Schneider,0,0.0,0,LW,0,0,0.0,5,Buffalo Sabres,25,12:38
103,22,0,0.0,0,0,0,,0,0,0,0,20,0,0.0,0,0,0,Linus Ullmark,0,3.2,0,G,0,0,,0,Buffalo Sabres,1131,56:32
104,22,48,1.7,33,10,3,40.0,2,24,26,6,79,30,7.5,15,6,20,Johnny Gaudreau,4,9.2,78,LW,0,0,13.8,217,Calgary Flames,1575,19:56
105,21,36,1.3,23,37,852,51.0,887,20,38,5,81,27,5.6,13,7,18,Sean Monahan,-6,6.9,63,C,0,0,13.7,197,Calgary Flames,1552,19:10
106,32,35,3.2,23,193,0,,0,11,65,2,82,21,5.9,10,9,54,Mark Giordano,-5,9.2,56,D,2,1,9.9,212,Calgary Flames,2032,24:47
107,26,26,1.7,19,51,604,47.2,539,15,68,4,82,21,3.7,6,3,28,Mikael Backlund,10,5.5,47,C,1,3,13.5,155,Calgary Flames,1347,16:26
108,25,39,3.5,30,104,0,,0,4,15,1,70,6,3.4,7,2,18,T.J. Brodie,4,6.9,45,D,2,0,7.6,79,Calgary Flames,1768,25:15
109,26,25,0.7,23,28,70,54.8,85,16,122,2,73,19,3.9,2,3,27,Joe Colborne,-9,4.6,44,C,0,0,19.0,100,Calgary Flames,1107,15:10
110,22,31,1.7,20,106,0,,0,7,78,3,82,12,4.0,11,5,46,Dougie Hamilton,-14,5.7,43,D,0,0,6.3,190,Calgary Flames,1621,19:46
111,19,18,0.7,13,32,187,46.1,160,15,110,2,77,18,2.7,5,3,37,Sam Bennett,-11,3.4,36,C,0,0,13.2,136,Calgary Flames,1166,15:09
112,32,25,0.8,18,4,11,45.0,9,9,14,0,53,10,2.5,7,1,17,Jiri Hudler,-1,3.3,35,C,0,0,12.5,80,Calgary Flames,882,16:39
113,27,17,1.0,14,44,5,50.0,5,13,49,4,64,15,2.4,1,0,24,Michael Frolik,1,3.4,32,RW,2,2,9.7,155,Calgary Flames,1012,15:49
114,32,17,1.1,11,77,0,,0,0,37,0,51,2,1.0,6,2,30,Dennis Wideman,-9,2.1,19,D,0,0,2.7,75,Calgary Flames,1051,20:37
115,23,14,0.2,13,22,5,58.3,7,3,207,0,71,4,-0.1,1,1,45,Micheal Ferland,-15,0.2,18,LW,0,0,3.3,122,Calgary Flames,896,12:37
116,32,11,0.8,10,45,415,47.3,373,4,77,0,80,6,-0.3,0,0,52,Matt Stajan,-4,0.5,17,C,1,2,10.3,58,Calgary Flames,1016,12:42
117,31,6,0.4,6,28,16,50.0,16,8,115,2,59,9,0.5,0,1,10,David Jones,-8,0.9,15,RW,0,0,13.4,67,Calgary Flames,755,12:47
118,28,11,1.7,11,174,1,0.0,0,2,31,1,51,4,0.6,0,2,8,Kris Russell,-4,2.4,15,D,0,0,7.1,56,Calgary Flames,1166,22:52
119,25,9,0.7,7,33,143,44.4,114,4,62,0,59,4,-0.2,0,0,39,Josh Jooris,-1,0.5,13,C,2,0,5.0,80,Calgary Flames,725,12:17
120,33,9,2.5,8,107,0,,0,3,105,0,69,3,0.3,0,0,54,Deryk Engelland,7,2.8,12,D,1,0,4.2,71,Calgary Flames,1051,15:14
121,22,3,0.4,2,15,156,44.7,126,3,21,0,31,4,0.1,0,0,8,Markus Granlund,-1,0.4,7,C,1,1,10.8,37,Calgary Flames,402,12:58
122,25,5,0.3,3,42,8,38.5,5,2,110,0,44,2,-0.5,0,0,31,Lance Bouma,-6,-0.2,7,C,2,0,4.1,49,Calgary Flames,530,12:02
123,24,6,0.8,6,23,0,,0,0,22,0,18,0,0.3,0,0,8,Jyrki Jokipakka,3,1.1,6,D,0,0,0.0,19,Calgary Flames,322,17:54
124,30,1,0.2,1,7,4,42.9,3,4,12,0,29,4,0.0,0,0,8,Mason Raymond,-3,0.2,5,LW,0,0,7.5,53,Calgary Flames,358,12:20
125,28,3,0.3,2,23,0,,0,2,41,0,27,2,0.3,1,0,6,Jakub Nakladal,-5,0.6,5,D,0,0,4.8,42,Calgary Flames,383,14:11
126,29,2,0.1,2,25,1,66.7,2,2,117,0,54,2,-0.7,0,0,103,Brandon Bollig,-10,-0.7,4,LW,0,0,3.6,56,Calgary Flames,502,9:17
127,21,1,-0.1,0,3,1,0.0,0,1,8,0,7,2,0.2,1,1,2,Hunter Shinkaruk,-4,0.2,3,C,0,0,16.7,12,Calgary Flames,110,15:44
128,24,3,0.1,2,17,3,25.0,1,0,50,0,14,0,-0.1,0,0,31,Garnet Hathaway,-1,0.0,3,RW,1,0,0.0,11,Calgary Flames,168,12:01
129,24,1,0.1,1,2,9,57.1,12,0,8,0,4,1,0.2,0,0,0,Freddie Hamilton,1,0.3,2,C,0,1,14.3,7,Calgary Flames,51,12:42
130,21,0,0.1,0,2,0,,0,1,3,1,1,1,0.2,0,0,2,Patrick Sieloff,1,0.3,1,D,0,0,100.0,1,Calgary Flames,18,17:59
131,23,1,0.1,1,0,0,,0,0,2,0,1,0,0.1,0,0,0,Turner Elson,1,0.1,1,LW,0,0,,0,Calgary Flames,15,14:54
132,25,1,-0.1,1,11,50,55.0,61,0,25,0,15,0,-0.3,0,0,2,Derek Grant,-7,-0.5,1,C,0,0,0.0,22,Calgary Flames,163,10:53
133,29,1,0.0,1,0,0,,0,0,0,0,37,0,0.0,0,0,0,Karri Ramo,0,5.4,1,G,0,0,,0,Calgary Flames,2145,57:58
134,25,1,0.0,1,1,6,40.0,4,0,0,0,2,0,0.0,0,0,2,Drew Shore,0,0.1,1,C,0,0,0.0,3,Calgary Flames,28,14:00
135,22,1,0.3,1,16,0,,0,0,14,0,11,0,-0.1,0,0,0,Tyler Wotherspoon,0,0.2,1,D,0,0,0.0,9,Calgary Flames,156,14:10
136,23,0,-0.1,0,0,0,,0,0,3,0,2,0,-0.1,0,0,0,Kenny Agostino,-2,-0.1,0,LW,0,0,0.0,3,Calgary Flames,27,13:33
137,37,0,0.0,0,0,0,,0,0,0,0,4,0,0.0,0,0,0,Niklas Backstrom,0,0.2,0,G,0,0,,0,Calgary Flames,233,58:11
138,33,0,0.0,0,0,0,,0,0,0,0,26,0,0.0,0,0,0,Jonas Hiller,0,1.1,0,G,0,0,,0,Calgary Flames,1351,51:57
139,22,0,0.0,0,3,0,,0,0,2,0,8,0,-0.1,0,0,0,Brett Kulak,-2,-0.1,0,D,0,0,0.0,9,Calgary Flames,99,12:21
140,18,0,0.0,0,1,0,,0,0,0,0,1,0,0.0,0,0,0,Oliver Kylington,0,0.0,0,D,0,0,0.0,1,Calgary Flames,17,17:22
141,24,0,0.0,0,0,0,,0,0,0,0,22,0,0.0,0,0,2,Joni Ortio,0,2.5,0,G,0,0,,0,Calgary Flames,1196,54:22
142,21,0,0.0,0,1,0,,0,0,4,0,2,0,-0.1,0,0,2,Emile Poirier,-1,-0.1,0,LW,0,0,0.0,3,Calgary Flames,28,13:54
143,29,0,-0.1,0,33,0,,0,0,39,0,22,0,-0.3,0,0,6,Ladislav Smid,-7,-0.5,0,D,0,0,0.0,11,Calgary Flames,255,11:35
144,23,23,1.8,20,17,27,42.6,20,24,21,7,82,28,5.2,3,4,38,Jeff Skinner,-1,7.0,51,LW,0,0,10.9,258,Carolina Hurricanes,1336,16:17
145,22,27,1.6,14,34,456,51.2,479,16,32,5,80,21,4.0,13,5,24,Victor Rask,-6,5.6,48,C,0,0,13.1,160,Carolina Hurricanes,1359,16:59
146,27,28,2.3,22,31,589,57.8,806,14,165,4,82,20,3.5,4,6,34,Jordan Staal,6,5.8,48,C,2,0,13.2,151,Carolina Hurricanes,1501,18:18
147,21,28,1.1,14,45,221,49.1,213,9,112,3,82,11,1.5,14,2,24,Elias Lindholm,-23,2.6,39,C,0,0,6.3,176,Carolina Hurricanes,1485,18:07
148,23,21,2.3,16,65,1,0.0,0,4,109,4,64,16,4.1,5,12,27,Justin Faulk,-22,6.4,37,D,0,0,8.7,184,Carolina Hurricanes,1539,24:03
149,29,22,1.2,15,30,7,46.2,6,9,17,2,63,11,2.1,7,2,36,Kris Versteeg,-6,3.3,33,RW,0,0,8.1,136,Carolina Hurricanes,1032,16:23
150,31,23,1.5,17,22,278,53.7,323,9,55,0,63,10,1.5,6,1,32,Eric Staal,-4,3.0,33,C,0,0,6.3,159,Carolina Hurricanes,1215,19:17
151,23,14,1.6,14,32,4,60.0,6,9,98,1,71,10,0.8,0,0,12,Joakim Nordstrom,1,2.3,24,LW,0,1,12.3,81,Carolina Hurricanes,1109,15:38
152,24,14,1.3,14,13,17,32.0,8,7,27,1,55,9,1.4,0,2,8,Andrej Nestrasil,4,2.7,23,C,0,0,8.6,105,Carolina Hurricanes,789,14:21
153,26,13,0.9,9,21,197,49.5,193,7,58,1,64,9,1.2,4,2,18,Riley Nash,-5,2.1,22,C,0,0,11.8,76,Carolina Hurricanes,829,12:57
154,19,18,2.6,12,78,0,,0,3,67,0,79,4,1.2,6,1,22,Noah Hanifin,-14,3.8,22,D,0,0,3.3,122,Carolina Hurricanes,1414,17:54
155,21,18,3.7,13,119,0,,0,2,41,0,63,2,0.8,4,0,8,Jaccob Slavin,1,4.5,20,D,1,0,2.4,84,Carolina Hurricanes,1322,20:59
156,34,14,3.8,14,126,0,,0,5,85,2,81,5,0.5,0,0,37,Ron Hainsey,-13,4.3,19,D,0,0,3.8,131,Carolina Hurricanes,1808,22:19
157,22,10,0.8,10,21,13,35.0,7,7,113,1,41,7,1.1,0,0,18,Phillip Di Giuseppe,0,1.9,17,LW,0,0,10.3,68,Carolina Hurricanes,585,14:16
