,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
10,28.8,257,82,252,191,188,53,8,27,10,3,224,229,34,3,99.3,84.82,7.8,8.1,100,0.61,20.62,0.909,9.1,2744,2521,0.0,0.28,San Jose Sharks*,5.87,45,5
11,27.4,261,82,251,176,196,54,3,26,14,7,223,243,54,10,100.3,75.78,8.7,9.3,98,0.598,20.69,0.903,9.5,2683,2506,-0.03,0.07,Philadelphia Flyers*,6.02,42,2
12,29.1,240,82,239,159,183,49,5,29,8,1,260,203,39,4,101.0,85.0,9.0,8.3,98,0.598,20.42,0.92,9.3,2544,2537,0.0,0.44,Los Angeles Kings*,5.39,45,2
13,26.4,227,82,242,170,195,39,4,30,7,4,214,230,51,7,100.2,76.17,7.0,7.4,97,0.591,17.18,0.912,8.5,2796,2612,-0.04,0.11,Columbus Blue Jackets*,5.76,45,6
14,27.7,252,82,248,190,178,54,12,29,9,4,258,244,47,6,99.7,81.78,8.6,8.4,97,0.591,21.43,0.9079999999999999,9.3,2626,2654,-0.03,0.02,New Jersey Devils*,6.0,44,5
15,27.8,249,82,248,193,188,47,10,30,8,3,227,246,45,5,100.0,80.18,11.0,11.7,96,0.585,18.88,0.914,8.7,2822,2838,-0.04,-0.01,Florida Panthers,6.02,44,3
16,26.4,296,82,257,183,188,65,7,30,9,1,269,237,45,13,101.3,83.27,9.2,10.0,95,0.579,21.96,0.914,10.5,2489,2809,0.04,0.28,Colorado Avalanche*,6.02,43,2
17,28.5,246,82,226,166,180,38,5,32,6,0,231,222,47,9,100.0,79.65,7.7,8.2,94,0.573,15.45,0.909,8.3,2677,2438,0.05,0.1,St. Louis Blues,5.46,44,3
18,28.5,244,82,235,158,177,47,7,32,8,3,281,225,54,10,100.3,80.78,10.1,9.6,92,0.561,19.26,0.909,9.0,2560,2447,0.04,0.17,Dallas Stars,5.61,42,4
19,28.4,269,82,218,187,166,43,7,35,10,5,269,248,49,7,98.9,81.78,11.1,11.2,84,0.512,15.99,0.905,7.8,2759,2554,0.03,-0.33,Calgary Flames,5.68,37,2
20,27.0,239,82,228,204,178,44,3,35,11,3,191,256,43,6,98.2,77.49,6.2,7.1,83,0.506,18.41,0.893,8.1,2780,2367,-0.01,-0.35,Carolina Hurricanes,5.9,36,3
21,28.4,250,82,264,219,198,58,5,37,10,3,235,296,63,11,100.4,73.19,7.8,8.1,80,0.488,23.2,0.9,10.1,2572,2918,-0.01,-0.4,New York Islanders,6.83,35,3
22,26.8,210,82,234,200,187,31,11,40,6,1,245,263,57,5,99.4,76.73,9.2,7.6,78,0.47600000000000003,14.76,0.9009999999999999,8.4,2740,2634,0.03,-0.32,Edmonton Oilers,6.06,36,5
23,28.7,241,82,231,212,172,51,5,39,9,5,247,268,46,5,99.8,81.38,8.0,8.0,77,0.47,21.16,0.909,9.0,2538,2898,-0.01,-0.46,New York Rangers,6.09,34,3
24,28.0,269,82,229,198,180,43,5,39,10,2,236,256,49,7,99.1,79.24,7.5,8.9,76,0.46299999999999997,15.99,0.9059999999999999,8.2,2793,2697,0.07,-0.26,Chicago Blackhawks,5.91,33,1
25,28.2,247,82,218,189,158,53,7,40,11,5,276,264,60,10,99.4,78.26,8.7,8.0,73,0.445,21.46,0.902,8.8,2464,2641,0.05,-0.51,Vancouver Canucks,5.88,31,0
26,30.2,234,82,217,191,162,41,9,39,13,1,259,255,58,5,99.5,77.61,8.9,8.3,73,0.445,17.52,0.903,8.5,2490,2613,-0.01,-0.48,Detroit Red Wings,5.76,30,5
27,27.8,244,82,209,184,148,52,7,40,13,6,263,264,68,6,98.7,74.14,8.6,8.8,71,0.433,21.31,0.903,7.7,2687,2650,0.0,-0.68,Montreal Canadiens,5.77,29,2
28,26.5,243,82,208,195,163,41,2,41,12,5,224,256,46,10,99.5,79.46,7.8,8.3,70,0.42700000000000005,16.87,0.905,8.4,2450,2642,0.05,-0.53,Arizona Coyotes,5.66,29,2
29,29.3,248,82,221,222,174,41,4,43,11,7,235,291,56,6,98.8,76.17,8.1,8.4,67,0.409,16.53,0.895,8.7,2515,2712,0.0,-0.85,Ottawa Senators,6.24,28,2
30,27.1,257,82,199,216,140,49,9,45,12,2,235,280,52,10,98.0,77.87,8.2,8.8,62,0.37799999999999995,19.07,0.8959999999999999,7.7,2557,2681,0.01,-0.98,Buffalo Sabres,5.84,25,1
